cell_id,center_lat,center_lon,lat_min,lat_max,lon_min,lon_max,radius_km_approx,species_count,file
cell_S87p50_W177p50_g5deg,-87.5,-177.5,-90.0,-85.0,-180.0,-175.0,278.56,13,cells/cell_S87p50_W177p50_g5deg.txt
cell_S87p50_W172p50_g5deg,-87.5,-172.5,-90.0,-85.0,-175.0,-170.0,278.56,13,cells/cell_S87p50_W172p50_g5deg.txt
cell_S87p50_W167p50_g5deg,-87.5,-167.5,-90.0,-85.0,-170.0,-165.0,278.56,13,cells/cell_S87p50_W167p50_g5deg.txt
cell_S87p50_W162p50_g5deg,-87.5,-162.5,-90.0,-85.0,-165.0,-160.0,278.56,13,cells/cell_S87p50_W162p50_g5deg.txt
cell_S87p50_W157p50_g5deg,-87.5,-157.5,-90.0,-85.0,-160.0,-155.0,278.56,13,cells/cell_S87p50_W157p50_g5deg.txt
cell_S87p50_W152p50_g5deg,-87.5,-152.5,-90.0,-85.0,-155.0,-150.0,278.56,13,cells/cell_S87p50_W152p50_g5deg.txt
cell_S87p50_W147p50_g5deg,-87.5,-147.5,-90.0,-85.0,-150.0,-145.0,278.56,13,cells/cell_S87p50_W147p50_g5deg.txt
cell_S87p50_W142p50_g5deg,-87.5,-142.5,-90.0,-85.0,-145.0,-140.0,278.56,13,cells/cell_S87p50_W142p50_g5deg.txt
cell_S87p50_W137p50_g5deg,-87.5,-137.5,-90.0,-85.0,-140.0,-135.0,278.56,13,cells/cell_S87p50_W137p50_g5deg.txt
cell_S87p50_W132p50_g5deg,-87.5,-132.5,-90.0,-85.0,-135.0,-130.0,278.56,13,cells/cell_S87p50_W132p50_g5deg.txt
cell_S87p50_W127p50_g5deg,-87.5,-127.5,-90.0,-85.0,-130.0,-125.0,278.56,13,cells/cell_S87p50_W127p50_g5deg.txt
cell_S87p50_W122p50_g5deg,-87.5,-122.5,-90.0,-85.0,-125.0,-120.0,278.56,13,cells/cell_S87p50_W122p50_g5deg.txt
cell_S87p50_W117p50_g5deg,-87.5,-117.5,-90.0,-85.0,-120.0,-115.0,278.56,13,cells/cell_S87p50_W117p50_g5deg.txt
cell_S87p50_W112p50_g5deg,-87.5,-112.5,-90.0,-85.0,-115.0,-110.0,278.56,13,cells/cell_S87p50_W112p50_g5deg.txt
cell_S87p50_W107p50_g5deg,-87.5,-107.5,-90.0,-85.0,-110.0,-105.0,278.56,13,cells/cell_S87p50_W107p50_g5deg.txt
cell_S87p50_W102p50_g5deg,-87.5,-102.5,-90.0,-85.0,-105.0,-100.0,278.56,13,cells/cell_S87p50_W102p50_g5deg.txt
cell_S87p50_W097p50_g5deg,-87.5,-97.5,-90.0,-85.0,-100.0,-95.0,278.56,13,cells/cell_S87p50_W097p50_g5deg.txt
cell_S87p50_W092p50_g5deg,-87.5,-92.5,-90.0,-85.0,-95.0,-90.0,278.56,13,cells/cell_S87p50_W092p50_g5deg.txt
cell_S87p50_W087p50_g5deg,-87.5,-87.5,-90.0,-85.0,-90.0,-85.0,278.56,13,cells/cell_S87p50_W087p50_g5deg.txt
cell_S87p50_W082p50_g5deg,-87.5,-82.5,-90.0,-85.0,-85.0,-80.0,278.56,13,cells/cell_S87p50_W082p50_g5deg.txt
cell_S87p50_W077p50_g5deg,-87.5,-77.5,-90.0,-85.0,-80.0,-75.0,278.56,13,cells/cell_S87p50_W077p50_g5deg.txt
cell_S87p50_W072p50_g5deg,-87.5,-72.5,-90.0,-85.0,-75.0,-70.0,278.56,13,cells/cell_S87p50_W072p50_g5deg.txt
cell_S87p50_W067p50_g5deg,-87.5,-67.5,-90.0,-85.0,-70.0,-65.0,278.56,13,cells/cell_S87p50_W067p50_g5deg.txt
cell_S87p50_W062p50_g5deg,-87.5,-62.5,-90.0,-85.0,-65.0,-60.0,278.56,13,cells/cell_S87p50_W062p50_g5deg.txt
cell_S87p50_W057p50_g5deg,-87.5,-57.5,-90.0,-85.0,-60.0,-55.0,278.56,13,cells/cell_S87p50_W057p50_g5deg.txt
cell_S87p50_W052p50_g5deg,-87.5,-52.5,-90.0,-85.0,-55.0,-50.0,278.56,13,cells/cell_S87p50_W052p50_g5deg.txt
cell_S87p50_W047p50_g5deg,-87.5,-47.5,-90.0,-85.0,-50.0,-45.0,278.56,13,cells/cell_S87p50_W047p50_g5deg.txt
cell_S87p50_W042p50_g5deg,-87.5,-42.5,-90.0,-85.0,-45.0,-40.0,278.56,13,cells/cell_S87p50_W042p50_g5deg.txt
cell_S87p50_W037p50_g5deg,-87.5,-37.5,-90.0,-85.0,-40.0,-35.0,278.56,13,cells/cell_S87p50_W037p50_g5deg.txt
cell_S87p50_W032p50_g5deg,-87.5,-32.5,-90.0,-85.0,-35.0,-30.0,278.56,13,cells/cell_S87p50_W032p50_g5deg.txt
cell_S87p50_W027p50_g5deg,-87.5,-27.5,-90.0,-85.0,-30.0,-25.0,278.56,13,cells/cell_S87p50_W027p50_g5deg.txt
cell_S87p50_W022p50_g5deg,-87.5,-22.5,-90.0,-85.0,-25.0,-20.0,278.56,13,cells/cell_S87p50_W022p50_g5deg.txt
cell_S87p50_W017p50_g5deg,-87.5,-17.5,-90.0,-85.0,-20.0,-15.0,278.56,13,cells/cell_S87p50_W017p50_g5deg.txt
cell_S87p50_W012p50_g5deg,-87.5,-12.5,-90.0,-85.0,-15.0,-10.0,278.56,13,cells/cell_S87p50_W012p50_g5deg.txt
cell_S87p50_W007p50_g5deg,-87.5,-7.5,-90.0,-85.0,-10.0,-5.0,278.56,13,cells/cell_S87p50_W007p50_g5deg.txt
cell_S87p50_W002p50_g5deg,-87.5,-2.5,-90.0,-85.0,-5.0,0.0,278.56,13,cells/cell_S87p50_W002p50_g5deg.txt
cell_S87p50_E002p50_g5deg,-87.5,2.5,-90.0,-85.0,0.0,5.0,278.56,13,cells/cell_S87p50_E002p50_g5deg.txt
cell_S87p50_E007p50_g5deg,-87.5,7.5,-90.0,-85.0,5.0,10.0,278.56,13,cells/cell_S87p50_E007p50_g5deg.txt
cell_S87p50_E012p50_g5deg,-87.5,12.5,-90.0,-85.0,10.0,15.0,278.56,13,cells/cell_S87p50_E012p50_g5deg.txt
cell_S87p50_E017p50_g5deg,-87.5,17.5,-90.0,-85.0,15.0,20.0,278.56,13,cells/cell_S87p50_E017p50_g5deg.txt
cell_S87p50_E022p50_g5deg,-87.5,22.5,-90.0,-85.0,20.0,25.0,278.56,13,cells/cell_S87p50_E022p50_g5deg.txt
cell_S87p50_E027p50_g5deg,-87.5,27.5,-90.0,-85.0,25.0,30.0,278.56,13,cells/cell_S87p50_E027p50_g5deg.txt
cell_S87p50_E032p50_g5deg,-87.5,32.5,-90.0,-85.0,30.0,35.0,278.56,13,cells/cell_S87p50_E032p50_g5deg.txt
cell_S87p50_E037p50_g5deg,-87.5,37.5,-90.0,-85.0,35.0,40.0,278.56,13,cells/cell_S87p50_E037p50_g5deg.txt
cell_S87p50_E042p50_g5deg,-87.5,42.5,-90.0,-85.0,40.0,45.0,278.56,13,cells/cell_S87p50_E042p50_g5deg.txt
cell_S87p50_E047p50_g5deg,-87.5,47.5,-90.0,-85.0,45.0,50.0,278.56,13,cells/cell_S87p50_E047p50_g5deg.txt
cell_S87p50_E052p50_g5deg,-87.5,52.5,-90.0,-85.0,50.0,55.0,278.56,13,cells/cell_S87p50_E052p50_g5deg.txt
cell_S87p50_E057p50_g5deg,-87.5,57.5,-90.0,-85.0,55.0,60.0,278.56,13,cells/cell_S87p50_E057p50_g5deg.txt
cell_S87p50_E062p50_g5deg,-87.5,62.5,-90.0,-85.0,60.0,65.0,278.56,13,cells/cell_S87p50_E062p50_g5deg.txt
cell_S87p50_E067p50_g5deg,-87.5,67.5,-90.0,-85.0,65.0,70.0,278.56,13,cells/cell_S87p50_E067p50_g5deg.txt
cell_S87p50_E072p50_g5deg,-87.5,72.5,-90.0,-85.0,70.0,75.0,278.56,13,cells/cell_S87p50_E072p50_g5deg.txt
cell_S87p50_E077p50_g5deg,-87.5,77.5,-90.0,-85.0,75.0,80.0,278.56,13,cells/cell_S87p50_E077p50_g5deg.txt
cell_S87p50_E082p50_g5deg,-87.5,82.5,-90.0,-85.0,80.0,85.0,278.56,13,cells/cell_S87p50_E082p50_g5deg.txt
cell_S87p50_E087p50_g5deg,-87.5,87.5,-90.0,-85.0,85.0,90.0,278.56,13,cells/cell_S87p50_E087p50_g5deg.txt
cell_S87p50_E092p50_g5deg,-87.5,92.5,-90.0,-85.0,90.0,95.0,278.56,13,cells/cell_S87p50_E092p50_g5deg.txt
cell_S87p50_E097p50_g5deg,-87.5,97.5,-90.0,-85.0,95.0,100.0,278.56,13,cells/cell_S87p50_E097p50_g5deg.txt
cell_S87p50_E102p50_g5deg,-87.5,102.5,-90.0,-85.0,100.0,105.0,278.56,13,cells/cell_S87p50_E102p50_g5deg.txt
cell_S87p50_E107p50_g5deg,-87.5,107.5,-90.0,-85.0,105.0,110.0,278.56,13,cells/cell_S87p50_E107p50_g5deg.txt
cell_S87p50_E112p50_g5deg,-87.5,112.5,-90.0,-85.0,110.0,115.0,278.56,13,cells/cell_S87p50_E112p50_g5deg.txt
cell_S87p50_E117p50_g5deg,-87.5,117.5,-90.0,-85.0,115.0,120.0,278.56,13,cells/cell_S87p50_E117p50_g5deg.txt
cell_S87p50_E122p50_g5deg,-87.5,122.5,-90.0,-85.0,120.0,125.0,278.56,13,cells/cell_S87p50_E122p50_g5deg.txt
cell_S87p50_E127p50_g5deg,-87.5,127.5,-90.0,-85.0,125.0,130.0,278.56,13,cells/cell_S87p50_E127p50_g5deg.txt
cell_S87p50_E132p50_g5deg,-87.5,132.5,-90.0,-85.0,130.0,135.0,278.56,13,cells/cell_S87p50_E132p50_g5deg.txt
cell_S87p50_E137p50_g5deg,-87.5,137.5,-90.0,-85.0,135.0,140.0,278.56,13,cells/cell_S87p50_E137p50_g5deg.txt
cell_S87p50_E142p50_g5deg,-87.5,142.5,-90.0,-85.0,140.0,145.0,278.56,13,cells/cell_S87p50_E142p50_g5deg.txt
cell_S87p50_E147p50_g5deg,-87.5,147.5,-90.0,-85.0,145.0,150.0,278.56,13,cells/cell_S87p50_E147p50_g5deg.txt
cell_S87p50_E152p50_g5deg,-87.5,152.5,-90.0,-85.0,150.0,155.0,278.56,13,cells/cell_S87p50_E152p50_g5deg.txt
cell_S87p50_E157p50_g5deg,-87.5,157.5,-90.0,-85.0,155.0,160.0,278.56,13,cells/cell_S87p50_E157p50_g5deg.txt
cell_S87p50_E162p50_g5deg,-87.5,162.5,-90.0,-85.0,160.0,165.0,278.56,13,cells/cell_S87p50_E162p50_g5deg.txt
cell_S87p50_E167p50_g5deg,-87.5,167.5,-90.0,-85.0,165.0,170.0,278.56,13,cells/cell_S87p50_E167p50_g5deg.txt
cell_S87p50_E172p50_g5deg,-87.5,172.5,-90.0,-85.0,170.0,175.0,278.56,13,cells/cell_S87p50_E172p50_g5deg.txt
cell_S87p50_E177p50_g5deg,-87.5,177.5,-90.0,-85.0,175.0,180.0,278.56,13,cells/cell_S87p50_E177p50_g5deg.txt
cell_S82p50_W177p50_g5deg,-82.5,-177.5,-85.0,-80.0,-180.0,-175.0,280.66,13,cells/cell_S82p50_W177p50_g5deg.txt
cell_S82p50_W172p50_g5deg,-82.5,-172.5,-85.0,-80.0,-175.0,-170.0,280.66,13,cells/cell_S82p50_W172p50_g5deg.txt
cell_S82p50_W167p50_g5deg,-82.5,-167.5,-85.0,-80.0,-170.0,-165.0,280.66,13,cells/cell_S82p50_W167p50_g5deg.txt
cell_S82p50_W162p50_g5deg,-82.5,-162.5,-85.0,-80.0,-165.0,-160.0,280.66,13,cells/cell_S82p50_W162p50_g5deg.txt
cell_S82p50_W157p50_g5deg,-82.5,-157.5,-85.0,-80.0,-160.0,-155.0,280.66,13,cells/cell_S82p50_W157p50_g5deg.txt
cell_S82p50_W152p50_g5deg,-82.5,-152.5,-85.0,-80.0,-155.0,-150.0,280.66,13,cells/cell_S82p50_W152p50_g5deg.txt
cell_S82p50_W147p50_g5deg,-82.5,-147.5,-85.0,-80.0,-150.0,-145.0,280.66,13,cells/cell_S82p50_W147p50_g5deg.txt
cell_S82p50_W142p50_g5deg,-82.5,-142.5,-85.0,-80.0,-145.0,-140.0,280.66,13,cells/cell_S82p50_W142p50_g5deg.txt
cell_S82p50_W137p50_g5deg,-82.5,-137.5,-85.0,-80.0,-140.0,-135.0,280.66,13,cells/cell_S82p50_W137p50_g5deg.txt
cell_S82p50_W132p50_g5deg,-82.5,-132.5,-85.0,-80.0,-135.0,-130.0,280.66,13,cells/cell_S82p50_W132p50_g5deg.txt
cell_S82p50_W127p50_g5deg,-82.5,-127.5,-85.0,-80.0,-130.0,-125.0,280.66,13,cells/cell_S82p50_W127p50_g5deg.txt
cell_S82p50_W122p50_g5deg,-82.5,-122.5,-85.0,-80.0,-125.0,-120.0,280.66,13,cells/cell_S82p50_W122p50_g5deg.txt
cell_S82p50_W117p50_g5deg,-82.5,-117.5,-85.0,-80.0,-120.0,-115.0,280.66,13,cells/cell_S82p50_W117p50_g5deg.txt
cell_S82p50_W112p50_g5deg,-82.5,-112.5,-85.0,-80.0,-115.0,-110.0,280.66,13,cells/cell_S82p50_W112p50_g5deg.txt
cell_S82p50_W107p50_g5deg,-82.5,-107.5,-85.0,-80.0,-110.0,-105.0,280.66,13,cells/cell_S82p50_W107p50_g5deg.txt
cell_S82p50_W102p50_g5deg,-82.5,-102.5,-85.0,-80.0,-105.0,-100.0,280.66,13,cells/cell_S82p50_W102p50_g5deg.txt
cell_S82p50_W097p50_g5deg,-82.5,-97.5,-85.0,-80.0,-100.0,-95.0,280.66,13,cells/cell_S82p50_W097p50_g5deg.txt
cell_S82p50_W092p50_g5deg,-82.5,-92.5,-85.0,-80.0,-95.0,-90.0,280.66,13,cells/cell_S82p50_W092p50_g5deg.txt
cell_S82p50_W087p50_g5deg,-82.5,-87.5,-85.0,-80.0,-90.0,-85.0,280.66,13,cells/cell_S82p50_W087p50_g5deg.txt
cell_S82p50_W082p50_g5deg,-82.5,-82.5,-85.0,-80.0,-85.0,-80.0,280.66,13,cells/cell_S82p50_W082p50_g5deg.txt
cell_S82p50_W077p50_g5deg,-82.5,-77.5,-85.0,-80.0,-80.0,-75.0,280.66,13,cells/cell_S82p50_W077p50_g5deg.txt
cell_S82p50_W072p50_g5deg,-82.5,-72.5,-85.0,-80.0,-75.0,-70.0,280.66,13,cells/cell_S82p50_W072p50_g5deg.txt
cell_S82p50_W067p50_g5deg,-82.5,-67.5,-85.0,-80.0,-70.0,-65.0,280.66,13,cells/cell_S82p50_W067p50_g5deg.txt
cell_S82p50_W062p50_g5deg,-82.5,-62.5,-85.0,-80.0,-65.0,-60.0,280.66,13,cells/cell_S82p50_W062p50_g5deg.txt
cell_S82p50_W057p50_g5deg,-82.5,-57.5,-85.0,-80.0,-60.0,-55.0,280.66,13,cells/cell_S82p50_W057p50_g5deg.txt
cell_S82p50_W052p50_g5deg,-82.5,-52.5,-85.0,-80.0,-55.0,-50.0,280.66,13,cells/cell_S82p50_W052p50_g5deg.txt
cell_S82p50_W047p50_g5deg,-82.5,-47.5,-85.0,-80.0,-50.0,-45.0,280.66,13,cells/cell_S82p50_W047p50_g5deg.txt
cell_S82p50_W042p50_g5deg,-82.5,-42.5,-85.0,-80.0,-45.0,-40.0,280.66,13,cells/cell_S82p50_W042p50_g5deg.txt
cell_S82p50_W037p50_g5deg,-82.5,-37.5,-85.0,-80.0,-40.0,-35.0,280.66,13,cells/cell_S82p50_W037p50_g5deg.txt
cell_S82p50_W032p50_g5deg,-82.5,-32.5,-85.0,-80.0,-35.0,-30.0,280.66,13,cells/cell_S82p50_W032p50_g5deg.txt
cell_S82p50_W027p50_g5deg,-82.5,-27.5,-85.0,-80.0,-30.0,-25.0,280.66,13,cells/cell_S82p50_W027p50_g5deg.txt
cell_S82p50_W022p50_g5deg,-82.5,-22.5,-85.0,-80.0,-25.0,-20.0,280.66,13,cells/cell_S82p50_W022p50_g5deg.txt
cell_S82p50_W017p50_g5deg,-82.5,-17.5,-85.0,-80.0,-20.0,-15.0,280.66,13,cells/cell_S82p50_W017p50_g5deg.txt
cell_S82p50_W012p50_g5deg,-82.5,-12.5,-85.0,-80.0,-15.0,-10.0,280.66,13,cells/cell_S82p50_W012p50_g5deg.txt
cell_S82p50_W007p50_g5deg,-82.5,-7.5,-85.0,-80.0,-10.0,-5.0,280.66,13,cells/cell_S82p50_W007p50_g5deg.txt
cell_S82p50_W002p50_g5deg,-82.5,-2.5,-85.0,-80.0,-5.0,0.0,280.66,13,cells/cell_S82p50_W002p50_g5deg.txt
cell_S82p50_E002p50_g5deg,-82.5,2.5,-85.0,-80.0,0.0,5.0,280.66,13,cells/cell_S82p50_E002p50_g5deg.txt
cell_S82p50_E007p50_g5deg,-82.5,7.5,-85.0,-80.0,5.0,10.0,280.66,13,cells/cell_S82p50_E007p50_g5deg.txt
cell_S82p50_E012p50_g5deg,-82.5,12.5,-85.0,-80.0,10.0,15.0,280.66,13,cells/cell_S82p50_E012p50_g5deg.txt
cell_S82p50_E017p50_g5deg,-82.5,17.5,-85.0,-80.0,15.0,20.0,280.66,13,cells/cell_S82p50_E017p50_g5deg.txt
cell_S82p50_E022p50_g5deg,-82.5,22.5,-85.0,-80.0,20.0,25.0,280.66,13,cells/cell_S82p50_E022p50_g5deg.txt
cell_S82p50_E027p50_g5deg,-82.5,27.5,-85.0,-80.0,25.0,30.0,280.66,13,cells/cell_S82p50_E027p50_g5deg.txt
cell_S82p50_E032p50_g5deg,-82.5,32.5,-85.0,-80.0,30.0,35.0,280.66,13,cells/cell_S82p50_E032p50_g5deg.txt
cell_S82p50_E037p50_g5deg,-82.5,37.5,-85.0,-80.0,35.0,40.0,280.66,13,cells/cell_S82p50_E037p50_g5deg.txt
cell_S82p50_E042p50_g5deg,-82.5,42.5,-85.0,-80.0,40.0,45.0,280.66,13,cells/cell_S82p50_E042p50_g5deg.txt
cell_S82p50_E047p50_g5deg,-82.5,47.5,-85.0,-80.0,45.0,50.0,280.66,13,cells/cell_S82p50_E047p50_g5deg.txt
cell_S82p50_E052p50_g5deg,-82.5,52.5,-85.0,-80.0,50.0,55.0,280.66,13,cells/cell_S82p50_E052p50_g5deg.txt
cell_S82p50_E057p50_g5deg,-82.5,57.5,-85.0,-80.0,55.0,60.0,280.66,13,cells/cell_S82p50_E057p50_g5deg.txt
cell_S82p50_E062p50_g5deg,-82.5,62.5,-85.0,-80.0,60.0,65.0,280.66,13,cells/cell_S82p50_E062p50_g5deg.txt
cell_S82p50_E067p50_g5deg,-82.5,67.5,-85.0,-80.0,65.0,70.0,280.66,13,cells/cell_S82p50_E067p50_g5deg.txt
cell_S82p50_E072p50_g5deg,-82.5,72.5,-85.0,-80.0,70.0,75.0,280.66,13,cells/cell_S82p50_E072p50_g5deg.txt
cell_S82p50_E077p50_g5deg,-82.5,77.5,-85.0,-80.0,75.0,80.0,280.66,13,cells/cell_S82p50_E077p50_g5deg.txt
cell_S82p50_E082p50_g5deg,-82.5,82.5,-85.0,-80.0,80.0,85.0,280.66,13,cells/cell_S82p50_E082p50_g5deg.txt
cell_S82p50_E087p50_g5deg,-82.5,87.5,-85.0,-80.0,85.0,90.0,280.66,13,cells/cell_S82p50_E087p50_g5deg.txt
cell_S82p50_E092p50_g5deg,-82.5,92.5,-85.0,-80.0,90.0,95.0,280.66,13,cells/cell_S82p50_E092p50_g5deg.txt
cell_S82p50_E097p50_g5deg,-82.5,97.5,-85.0,-80.0,95.0,100.0,280.66,13,cells/cell_S82p50_E097p50_g5deg.txt
cell_S82p50_E102p50_g5deg,-82.5,102.5,-85.0,-80.0,100.0,105.0,280.66,13,cells/cell_S82p50_E102p50_g5deg.txt
cell_S82p50_E107p50_g5deg,-82.5,107.5,-85.0,-80.0,105.0,110.0,280.66,13,cells/cell_S82p50_E107p50_g5deg.txt
cell_S82p50_E112p50_g5deg,-82.5,112.5,-85.0,-80.0,110.0,115.0,280.66,13,cells/cell_S82p50_E112p50_g5deg.txt
cell_S82p50_E117p50_g5deg,-82.5,117.5,-85.0,-80.0,115.0,120.0,280.66,13,cells/cell_S82p50_E117p50_g5deg.txt
cell_S82p50_E122p50_g5deg,-82.5,122.5,-85.0,-80.0,120.0,125.0,280.66,13,cells/cell_S82p50_E122p50_g5deg.txt
cell_S82p50_E127p50_g5deg,-82.5,127.5,-85.0,-80.0,125.0,130.0,280.66,13,cells/cell_S82p50_E127p50_g5deg.txt
cell_S82p50_E132p50_g5deg,-82.5,132.5,-85.0,-80.0,130.0,135.0,280.66,13,cells/cell_S82p50_E132p50_g5deg.txt
cell_S82p50_E137p50_g5deg,-82.5,137.5,-85.0,-80.0,135.0,140.0,280.66,13,cells/cell_S82p50_E137p50_g5deg.txt
cell_S82p50_E142p50_g5deg,-82.5,142.5,-85.0,-80.0,140.0,145.0,280.66,13,cells/cell_S82p50_E142p50_g5deg.txt
cell_S82p50_E147p50_g5deg,-82.5,147.5,-85.0,-80.0,145.0,150.0,280.66,13,cells/cell_S82p50_E147p50_g5deg.txt
cell_S82p50_E152p50_g5deg,-82.5,152.5,-85.0,-80.0,150.0,155.0,280.66,13,cells/cell_S82p50_E152p50_g5deg.txt
cell_S82p50_E157p50_g5deg,-82.5,157.5,-85.0,-80.0,155.0,160.0,280.66,13,cells/cell_S82p50_E157p50_g5deg.txt
cell_S82p50_E162p50_g5deg,-82.5,162.5,-85.0,-80.0,160.0,165.0,280.66,13,cells/cell_S82p50_E162p50_g5deg.txt
cell_S82p50_E167p50_g5deg,-82.5,167.5,-85.0,-80.0,165.0,170.0,280.66,13,cells/cell_S82p50_E167p50_g5deg.txt
cell_S82p50_E172p50_g5deg,-82.5,172.5,-85.0,-80.0,170.0,175.0,280.66,13,cells/cell_S82p50_E172p50_g5deg.txt
cell_S82p50_E177p50_g5deg,-82.5,177.5,-85.0,-80.0,175.0,180.0,280.66,13,cells/cell_S82p50_E177p50_g5deg.txt
cell_S77p50_W177p50_g5deg,-77.5,-177.5,-80.0,-75.0,-180.0,-175.0,284.74,13,cells/cell_S77p50_W177p50_g5deg.txt
cell_S77p50_W172p50_g5deg,-77.5,-172.5,-80.0,-75.0,-175.0,-170.0,284.74,13,cells/cell_S77p50_W172p50_g5deg.txt
cell_S77p50_W167p50_g5deg,-77.5,-167.5,-80.0,-75.0,-170.0,-165.0,284.74,13,cells/cell_S77p50_W167p50_g5deg.txt
cell_S77p50_W162p50_g5deg,-77.5,-162.5,-80.0,-75.0,-165.0,-160.0,284.74,13,cells/cell_S77p50_W162p50_g5deg.txt
cell_S77p50_W157p50_g5deg,-77.5,-157.5,-80.0,-75.0,-160.0,-155.0,284.74,13,cells/cell_S77p50_W157p50_g5deg.txt
cell_S77p50_W152p50_g5deg,-77.5,-152.5,-80.0,-75.0,-155.0,-150.0,284.74,13,cells/cell_S77p50_W152p50_g5deg.txt
cell_S77p50_W147p50_g5deg,-77.5,-147.5,-80.0,-75.0,-150.0,-145.0,284.74,13,cells/cell_S77p50_W147p50_g5deg.txt
cell_S77p50_W142p50_g5deg,-77.5,-142.5,-80.0,-75.0,-145.0,-140.0,284.74,13,cells/cell_S77p50_W142p50_g5deg.txt
cell_S77p50_W137p50_g5deg,-77.5,-137.5,-80.0,-75.0,-140.0,-135.0,284.74,13,cells/cell_S77p50_W137p50_g5deg.txt
cell_S77p50_W132p50_g5deg,-77.5,-132.5,-80.0,-75.0,-135.0,-130.0,284.74,13,cells/cell_S77p50_W132p50_g5deg.txt
cell_S77p50_W127p50_g5deg,-77.5,-127.5,-80.0,-75.0,-130.0,-125.0,284.74,13,cells/cell_S77p50_W127p50_g5deg.txt
cell_S77p50_W122p50_g5deg,-77.5,-122.5,-80.0,-75.0,-125.0,-120.0,284.74,13,cells/cell_S77p50_W122p50_g5deg.txt
cell_S77p50_W117p50_g5deg,-77.5,-117.5,-80.0,-75.0,-120.0,-115.0,284.74,13,cells/cell_S77p50_W117p50_g5deg.txt
cell_S77p50_W112p50_g5deg,-77.5,-112.5,-80.0,-75.0,-115.0,-110.0,284.74,13,cells/cell_S77p50_W112p50_g5deg.txt
cell_S77p50_W107p50_g5deg,-77.5,-107.5,-80.0,-75.0,-110.0,-105.0,284.74,13,cells/cell_S77p50_W107p50_g5deg.txt
cell_S77p50_W102p50_g5deg,-77.5,-102.5,-80.0,-75.0,-105.0,-100.0,284.74,13,cells/cell_S77p50_W102p50_g5deg.txt
cell_S77p50_W097p50_g5deg,-77.5,-97.5,-80.0,-75.0,-100.0,-95.0,284.74,13,cells/cell_S77p50_W097p50_g5deg.txt
cell_S77p50_W092p50_g5deg,-77.5,-92.5,-80.0,-75.0,-95.0,-90.0,284.74,13,cells/cell_S77p50_W092p50_g5deg.txt
cell_S77p50_W087p50_g5deg,-77.5,-87.5,-80.0,-75.0,-90.0,-85.0,284.74,13,cells/cell_S77p50_W087p50_g5deg.txt
cell_S77p50_W082p50_g5deg,-77.5,-82.5,-80.0,-75.0,-85.0,-80.0,284.74,13,cells/cell_S77p50_W082p50_g5deg.txt
cell_S77p50_W077p50_g5deg,-77.5,-77.5,-80.0,-75.0,-80.0,-75.0,284.74,13,cells/cell_S77p50_W077p50_g5deg.txt
cell_S77p50_W072p50_g5deg,-77.5,-72.5,-80.0,-75.0,-75.0,-70.0,284.74,13,cells/cell_S77p50_W072p50_g5deg.txt
cell_S77p50_W067p50_g5deg,-77.5,-67.5,-80.0,-75.0,-70.0,-65.0,284.74,13,cells/cell_S77p50_W067p50_g5deg.txt
cell_S77p50_W062p50_g5deg,-77.5,-62.5,-80.0,-75.0,-65.0,-60.0,284.74,13,cells/cell_S77p50_W062p50_g5deg.txt
cell_S77p50_W057p50_g5deg,-77.5,-57.5,-80.0,-75.0,-60.0,-55.0,284.74,13,cells/cell_S77p50_W057p50_g5deg.txt
cell_S77p50_W052p50_g5deg,-77.5,-52.5,-80.0,-75.0,-55.0,-50.0,284.74,13,cells/cell_S77p50_W052p50_g5deg.txt
cell_S77p50_W047p50_g5deg,-77.5,-47.5,-80.0,-75.0,-50.0,-45.0,284.74,13,cells/cell_S77p50_W047p50_g5deg.txt
cell_S77p50_W042p50_g5deg,-77.5,-42.5,-80.0,-75.0,-45.0,-40.0,284.74,13,cells/cell_S77p50_W042p50_g5deg.txt
cell_S77p50_W037p50_g5deg,-77.5,-37.5,-80.0,-75.0,-40.0,-35.0,284.74,13,cells/cell_S77p50_W037p50_g5deg.txt
cell_S77p50_W032p50_g5deg,-77.5,-32.5,-80.0,-75.0,-35.0,-30.0,284.74,13,cells/cell_S77p50_W032p50_g5deg.txt
cell_S77p50_W027p50_g5deg,-77.5,-27.5,-80.0,-75.0,-30.0,-25.0,284.74,13,cells/cell_S77p50_W027p50_g5deg.txt
cell_S77p50_W022p50_g5deg,-77.5,-22.5,-80.0,-75.0,-25.0,-20.0,284.74,13,cells/cell_S77p50_W022p50_g5deg.txt
cell_S77p50_W017p50_g5deg,-77.5,-17.5,-80.0,-75.0,-20.0,-15.0,284.74,13,cells/cell_S77p50_W017p50_g5deg.txt
cell_S77p50_W012p50_g5deg,-77.5,-12.5,-80.0,-75.0,-15.0,-10.0,284.74,13,cells/cell_S77p50_W012p50_g5deg.txt
cell_S77p50_W007p50_g5deg,-77.5,-7.5,-80.0,-75.0,-10.0,-5.0,284.74,13,cells/cell_S77p50_W007p50_g5deg.txt
cell_S77p50_W002p50_g5deg,-77.5,-2.5,-80.0,-75.0,-5.0,0.0,284.74,13,cells/cell_S77p50_W002p50_g5deg.txt
cell_S77p50_E002p50_g5deg,-77.5,2.5,-80.0,-75.0,0.0,5.0,284.74,13,cells/cell_S77p50_E002p50_g5deg.txt
