cell_id,center_lat,center_lon,lat_min,lat_max,lon_min,lon_max,radius_km_approx,species_count,file
cell_S07p50_W177p50_g5deg,-7.5,-177.5,-10.0,-5.0,-180.0,-175.0,391.9,85,cells/cell_S07p50_W177p50_g5deg.txt
cell_S07p50_W172p50_g5deg,-7.5,-172.5,-10.0,-5.0,-175.0,-170.0,391.9,71,cells/cell_S07p50_W172p50_g5deg.txt
cell_S07p50_W167p50_g5deg,-7.5,-167.5,-10.0,-5.0,-170.0,-165.0,391.9,63,cells/cell_S07p50_W167p50_g5deg.txt
cell_S07p50_W162p50_g5deg,-7.5,-162.5,-10.0,-5.0,-165.0,-160.0,391.9,66,cells/cell_S07p50_W162p50_g5deg.txt
cell_S07p50_W157p50_g5deg,-7.5,-157.5,-10.0,-5.0,-160.0,-155.0,391.9,59,cells/cell_S07p50_W157p50_g5deg.txt
cell_S07p50_W152p50_g5deg,-7.5,-152.5,-10.0,-5.0,-155.0,-150.0,391.9,43,cells/cell_S07p50_W152p50_g5deg.txt
cell_S07p50_W147p50_g5deg,-7.5,-147.5,-10.0,-5.0,-150.0,-145.0,391.9,44,cells/cell_S07p50_W147p50_g5deg.txt
cell_S07p50_W142p50_g5deg,-7.5,-142.5,-10.0,-5.0,-145.0,-140.0,391.9,44,cells/cell_S07p50_W142p50_g5deg.txt
cell_S07p50_W137p50_g5deg,-7.5,-137.5,-10.0,-5.0,-140.0,-135.0,391.9,44,cells/cell_S07p50_W137p50_g5deg.txt
cell_S07p50_W132p50_g5deg,-7.5,-132.5,-10.0,-5.0,-135.0,-130.0,391.9,40,cells/cell_S07p50_W132p50_g5deg.txt
cell_S07p50_W127p50_g5deg,-7.5,-127.5,-10.0,-5.0,-130.0,-125.0,391.9,33,cells/cell_S07p50_W127p50_g5deg.txt
cell_S07p50_W122p50_g5deg,-7.5,-122.5,-10.0,-5.0,-125.0,-120.0,391.9,38,cells/cell_S07p50_W122p50_g5deg.txt
cell_S07p50_W117p50_g5deg,-7.5,-117.5,-10.0,-5.0,-120.0,-115.0,391.9,59,cells/cell_S07p50_W117p50_g5deg.txt
cell_S07p50_W112p50_g5deg,-7.5,-112.5,-10.0,-5.0,-115.0,-110.0,391.9,47,cells/cell_S07p50_W112p50_g5deg.txt
cell_S07p50_W107p50_g5deg,-7.5,-107.5,-10.0,-5.0,-110.0,-105.0,391.9,43,cells/cell_S07p50_W107p50_g5deg.txt
cell_S07p50_W102p50_g5deg,-7.5,-102.5,-10.0,-5.0,-105.0,-100.0,391.9,42,cells/cell_S07p50_W102p50_g5deg.txt
cell_S07p50_W097p50_g5deg,-7.5,-97.5,-10.0,-5.0,-100.0,-95.0,391.9,42,cells/cell_S07p50_W097p50_g5deg.txt
cell_S07p50_W092p50_g5deg,-7.5,-92.5,-10.0,-5.0,-95.0,-90.0,391.9,42,cells/cell_S07p50_W092p50_g5deg.txt
cell_S07p50_W087p50_g5deg,-7.5,-87.5,-10.0,-5.0,-90.0,-85.0,391.9,373,cells/cell_S07p50_W087p50_g5deg.txt
cell_S07p50_W082p50_g5deg,-7.5,-82.5,-10.0,-5.0,-85.0,-80.0,391.9,471,cells/cell_S07p50_W082p50_g5deg.txt
cell_S07p50_W077p50_g5deg,-7.5,-77.5,-10.0,-5.0,-80.0,-75.0,391.9,1057,cells/cell_S07p50_W077p50_g5deg.txt
cell_S07p50_W072p50_g5deg,-7.5,-72.5,-10.0,-5.0,-75.0,-70.0,391.9,948,cells/cell_S07p50_W072p50_g5deg.txt
cell_S07p50_W067p50_g5deg,-7.5,-67.5,-10.0,-5.0,-70.0,-65.0,391.9,895,cells/cell_S07p50_W067p50_g5deg.txt
cell_S07p50_W062p50_g5deg,-7.5,-62.5,-10.0,-5.0,-65.0,-60.0,391.9,863,cells/cell_S07p50_W062p50_g5deg.txt
cell_S07p50_W057p50_g5deg,-7.5,-57.5,-10.0,-5.0,-60.0,-55.0,391.9,988,cells/cell_S07p50_W057p50_g5deg.txt
cell_S07p50_W052p50_g5deg,-7.5,-52.5,-10.0,-5.0,-55.0,-50.0,391.9,947,cells/cell_S07p50_W052p50_g5deg.txt
cell_S07p50_W047p50_g5deg,-7.5,-47.5,-10.0,-5.0,-50.0,-45.0,391.9,945,cells/cell_S07p50_W047p50_g5deg.txt
cell_S07p50_W042p50_g5deg,-7.5,-42.5,-10.0,-5.0,-45.0,-40.0,391.9,686,cells/cell_S07p50_W042p50_g5deg.txt
cell_S07p50_W037p50_g5deg,-7.5,-37.5,-10.0,-5.0,-40.0,-35.0,391.9,464,cells/cell_S07p50_W037p50_g5deg.txt
cell_S07p50_W032p50_g5deg,-7.5,-32.5,-10.0,-5.0,-35.0,-30.0,391.9,416,cells/cell_S07p50_W032p50_g5deg.txt
cell_S07p50_W027p50_g5deg,-7.5,-27.5,-10.0,-5.0,-30.0,-25.0,391.9,409,cells/cell_S07p50_W027p50_g5deg.txt
cell_S07p50_W022p50_g5deg,-7.5,-22.5,-10.0,-5.0,-25.0,-20.0,391.9,426,cells/cell_S07p50_W022p50_g5deg.txt
cell_S07p50_W017p50_g5deg,-7.5,-17.5,-10.0,-5.0,-20.0,-15.0,391.9,712,cells/cell_S07p50_W017p50_g5deg.txt
cell_S07p50_W012p50_g5deg,-7.5,-12.5,-10.0,-5.0,-15.0,-10.0,391.9,412,cells/cell_S07p50_W012p50_g5deg.txt
cell_S07p50_W007p50_g5deg,-7.5,-7.5,-10.0,-5.0,-10.0,-5.0,391.9,420,cells/cell_S07p50_W007p50_g5deg.txt
cell_S07p50_W002p50_g5deg,-7.5,-2.5,-10.0,-5.0,-5.0,0.0,391.9,458,cells/cell_S07p50_W002p50_g5deg.txt
cell_S07p50_E002p50_g5deg,-7.5,2.5,-10.0,-5.0,0.0,5.0,391.9,521,cells/cell_S07p50_E002p50_g5deg.txt
cell_S07p50_E007p50_g5deg,-7.5,7.5,-10.0,-5.0,5.0,10.0,391.9,598,cells/cell_S07p50_E007p50_g5deg.txt
cell_S07p50_E012p50_g5deg,-7.5,12.5,-10.0,-5.0,10.0,15.0,391.9,625,cells/cell_S07p50_E012p50_g5deg.txt
cell_S07p50_E017p50_g5deg,-7.5,17.5,-10.0,-5.0,15.0,20.0,391.9,656,cells/cell_S07p50_E017p50_g5deg.txt
cell_S07p50_E022p50_g5deg,-7.5,22.5,-10.0,-5.0,20.0,25.0,391.9,682,cells/cell_S07p50_E022p50_g5deg.txt
cell_S07p50_E027p50_g5deg,-7.5,27.5,-10.0,-5.0,25.0,30.0,391.9,634,cells/cell_S07p50_E027p50_g5deg.txt
cell_S07p50_E032p50_g5deg,-7.5,32.5,-10.0,-5.0,30.0,35.0,391.9,706,cells/cell_S07p50_E032p50_g5deg.txt
cell_S07p50_E037p50_g5deg,-7.5,37.5,-10.0,-5.0,35.0,40.0,391.9,706,cells/cell_S07p50_E037p50_g5deg.txt
cell_S07p50_E042p50_g5deg,-7.5,42.5,-10.0,-5.0,40.0,45.0,391.9,644,cells/cell_S07p50_E042p50_g5deg.txt
cell_S07p50_E047p50_g5deg,-7.5,47.5,-10.0,-5.0,45.0,50.0,391.9,215,cells/cell_S07p50_E047p50_g5deg.txt
cell_S07p50_E052p50_g5deg,-7.5,52.5,-10.0,-5.0,50.0,55.0,391.9,167,cells/cell_S07p50_E052p50_g5deg.txt
cell_S07p50_E057p50_g5deg,-7.5,57.5,-10.0,-5.0,55.0,60.0,391.9,170,cells/cell_S07p50_E057p50_g5deg.txt
cell_S07p50_E062p50_g5deg,-7.5,62.5,-10.0,-5.0,60.0,65.0,391.9,175,cells/cell_S07p50_E062p50_g5deg.txt
cell_S07p50_E067p50_g5deg,-7.5,67.5,-10.0,-5.0,65.0,70.0,391.9,149,cells/cell_S07p50_E067p50_g5deg.txt
cell_S07p50_E072p50_g5deg,-7.5,72.5,-10.0,-5.0,70.0,75.0,391.9,166,cells/cell_S07p50_E072p50_g5deg.txt
cell_S07p50_E077p50_g5deg,-7.5,77.5,-10.0,-5.0,75.0,80.0,391.9,208,cells/cell_S07p50_E077p50_g5deg.txt
cell_S07p50_E082p50_g5deg,-7.5,82.5,-10.0,-5.0,80.0,85.0,391.9,363,cells/cell_S07p50_E082p50_g5deg.txt
cell_S07p50_E087p50_g5deg,-7.5,87.5,-10.0,-5.0,85.0,90.0,391.9,538,cells/cell_S07p50_E087p50_g5deg.txt
cell_S07p50_E092p50_g5deg,-7.5,92.5,-10.0,-5.0,90.0,95.0,391.9,493,cells/cell_S07p50_E092p50_g5deg.txt
cell_S07p50_E097p50_g5deg,-7.5,97.5,-10.0,-5.0,95.0,100.0,391.9,488,cells/cell_S07p50_E097p50_g5deg.txt
cell_S07p50_E102p50_g5deg,-7.5,102.5,-10.0,-5.0,100.0,105.0,391.9,517,cells/cell_S07p50_E102p50_g5deg.txt
cell_S07p50_E107p50_g5deg,-7.5,107.5,-10.0,-5.0,105.0,110.0,391.9,371,cells/cell_S07p50_E107p50_g5deg.txt
cell_S07p50_E112p50_g5deg,-7.5,112.5,-10.0,-5.0,110.0,115.0,391.9,369,cells/cell_S07p50_E112p50_g5deg.txt
cell_S07p50_E117p50_g5deg,-7.5,117.5,-10.0,-5.0,115.0,120.0,391.9,293,cells/cell_S07p50_E117p50_g5deg.txt
cell_S07p50_E122p50_g5deg,-7.5,122.5,-10.0,-5.0,120.0,125.0,391.9,321,cells/cell_S07p50_E122p50_g5deg.txt
cell_S07p50_E127p50_g5deg,-7.5,127.5,-10.0,-5.0,125.0,130.0,391.9,375,cells/cell_S07p50_E127p50_g5deg.txt
cell_S07p50_E132p50_g5deg,-7.5,132.5,-10.0,-5.0,130.0,135.0,391.9,378,cells/cell_S07p50_E132p50_g5deg.txt
cell_S07p50_E137p50_g5deg,-7.5,137.5,-10.0,-5.0,135.0,140.0,391.9,440,cells/cell_S07p50_E137p50_g5deg.txt
cell_S07p50_E142p50_g5deg,-7.5,142.5,-10.0,-5.0,140.0,145.0,391.9,385,cells/cell_S07p50_E142p50_g5deg.txt
cell_S07p50_E147p50_g5deg,-7.5,147.5,-10.0,-5.0,145.0,150.0,391.9,373,cells/cell_S07p50_E147p50_g5deg.txt
cell_S07p50_E152p50_g5deg,-7.5,152.5,-10.0,-5.0,150.0,155.0,391.9,331,cells/cell_S07p50_E152p50_g5deg.txt
cell_S07p50_E157p50_g5deg,-7.5,157.5,-10.0,-5.0,155.0,160.0,391.9,157,cells/cell_S07p50_E157p50_g5deg.txt
cell_S07p50_E162p50_g5deg,-7.5,162.5,-10.0,-5.0,160.0,165.0,391.9,134,cells/cell_S07p50_E162p50_g5deg.txt
cell_S07p50_E167p50_g5deg,-7.5,167.5,-10.0,-5.0,165.0,170.0,391.9,134,cells/cell_S07p50_E167p50_g5deg.txt
cell_S07p50_E172p50_g5deg,-7.5,172.5,-10.0,-5.0,170.0,175.0,391.9,115,cells/cell_S07p50_E172p50_g5deg.txt
cell_S07p50_E177p50_g5deg,-7.5,177.5,-10.0,-5.0,175.0,180.0,391.9,90,cells/cell_S07p50_E177p50_g5deg.txt
cell_S02p50_W177p50_g5deg,-2.5,-177.5,-5.0,0.0,-180.0,-175.0,393.39,82,cells/cell_S02p50_W177p50_g5deg.txt
cell_S02p50_W172p50_g5deg,-2.5,-172.5,-5.0,0.0,-175.0,-170.0,393.39,69,cells/cell_S02p50_W172p50_g5deg.txt
cell_S02p50_W167p50_g5deg,-2.5,-167.5,-5.0,0.0,-170.0,-165.0,393.39,62,cells/cell_S02p50_W167p50_g5deg.txt
cell_S02p50_W162p50_g5deg,-2.5,-162.5,-5.0,0.0,-165.0,-160.0,393.39,70,cells/cell_S02p50_W162p50_g5deg.txt
cell_S02p50_W157p50_g5deg,-2.5,-157.5,-5.0,0.0,-160.0,-155.0,393.39,85,cells/cell_S02p50_W157p50_g5deg.txt
cell_S02p50_W152p50_g5deg,-2.5,-152.5,-5.0,0.0,-155.0,-150.0,393.39,47,cells/cell_S02p50_W152p50_g5deg.txt
cell_S02p50_W147p50_g5deg,-2.5,-147.5,-5.0,0.0,-150.0,-145.0,393.39,45,cells/cell_S02p50_W147p50_g5deg.txt
cell_S02p50_W142p50_g5deg,-2.5,-142.5,-5.0,0.0,-145.0,-140.0,393.39,46,cells/cell_S02p50_W142p50_g5deg.txt
cell_S02p50_W137p50_g5deg,-2.5,-137.5,-5.0,0.0,-140.0,-135.0,393.39,44,cells/cell_S02p50_W137p50_g5deg.txt
cell_S02p50_W132p50_g5deg,-2.5,-132.5,-5.0,0.0,-135.0,-130.0,393.39,44,cells/cell_S02p50_W132p50_g5deg.txt
cell_S02p50_W127p50_g5deg,-2.5,-127.5,-5.0,0.0,-130.0,-125.0,393.39,40,cells/cell_S02p50_W127p50_g5deg.txt
cell_S02p50_W122p50_g5deg,-2.5,-122.5,-5.0,0.0,-125.0,-120.0,393.39,102,cells/cell_S02p50_W122p50_g5deg.txt
cell_S02p50_W117p50_g5deg,-2.5,-117.5,-5.0,0.0,-120.0,-115.0,393.39,196,cells/cell_S02p50_W117p50_g5deg.txt
cell_S02p50_W112p50_g5deg,-2.5,-112.5,-5.0,0.0,-115.0,-110.0,393.39,74,cells/cell_S02p50_W112p50_g5deg.txt
cell_S02p50_W107p50_g5deg,-2.5,-107.5,-5.0,0.0,-110.0,-105.0,393.39,42,cells/cell_S02p50_W107p50_g5deg.txt
cell_S02p50_W102p50_g5deg,-2.5,-102.5,-5.0,0.0,-105.0,-100.0,393.39,42,cells/cell_S02p50_W102p50_g5deg.txt
cell_S02p50_W097p50_g5deg,-2.5,-97.5,-5.0,0.0,-100.0,-95.0,393.39,41,cells/cell_S02p50_W097p50_g5deg.txt
cell_S02p50_W092p50_g5deg,-2.5,-92.5,-5.0,0.0,-95.0,-90.0,393.39,42,cells/cell_S02p50_W092p50_g5deg.txt
cell_S02p50_W087p50_g5deg,-2.5,-87.5,-5.0,0.0,-90.0,-85.0,393.39,111,cells/cell_S02p50_W087p50_g5deg.txt
cell_S02p50_W082p50_g5deg,-2.5,-82.5,-5.0,0.0,-85.0,-80.0,393.39,482,cells/cell_S02p50_W082p50_g5deg.txt
cell_S02p50_W077p50_g5deg,-2.5,-77.5,-5.0,0.0,-80.0,-75.0,393.39,1114,cells/cell_S02p50_W077p50_g5deg.txt
cell_S02p50_W072p50_g5deg,-2.5,-72.5,-5.0,0.0,-75.0,-70.0,393.39,900,cells/cell_S02p50_W072p50_g5deg.txt
cell_S02p50_W067p50_g5deg,-2.5,-67.5,-5.0,0.0,-70.0,-65.0,393.39,872,cells/cell_S02p50_W067p50_g5deg.txt
cell_S02p50_W062p50_g5deg,-2.5,-62.5,-5.0,0.0,-65.0,-60.0,393.39,892,cells/cell_S02p50_W062p50_g5deg.txt
cell_S02p50_W057p50_g5deg,-2.5,-57.5,-5.0,0.0,-60.0,-55.0,393.39,999,cells/cell_S02p50_W057p50_g5deg.txt
cell_S02p50_W052p50_g5deg,-2.5,-52.5,-5.0,0.0,-55.0,-50.0,393.39,918,cells/cell_S02p50_W052p50_g5deg.txt
cell_S02p50_W047p50_g5deg,-2.5,-47.5,-5.0,0.0,-50.0,-45.0,393.39,949,cells/cell_S02p50_W047p50_g5deg.txt
cell_S02p50_W042p50_g5deg,-2.5,-42.5,-5.0,0.0,-45.0,-40.0,393.39,686,cells/cell_S02p50_W042p50_g5deg.txt
cell_S02p50_W037p50_g5deg,-2.5,-37.5,-5.0,0.0,-40.0,-35.0,393.39,432,cells/cell_S02p50_W037p50_g5deg.txt
cell_S02p50_W032p50_g5deg,-2.5,-32.5,-5.0,0.0,-35.0,-30.0,393.39,400,cells/cell_S02p50_W032p50_g5deg.txt
cell_S02p50_W027p50_g5deg,-2.5,-27.5,-5.0,0.0,-30.0,-25.0,393.39,384,cells/cell_S02p50_W027p50_g5deg.txt
cell_S02p50_W022p50_g5deg,-2.5,-22.5,-5.0,0.0,-25.0,-20.0,393.39,660,cells/cell_S02p50_W022p50_g5deg.txt
cell_S02p50_W017p50_g5deg,-2.5,-17.5,-5.0,0.0,-20.0,-15.0,393.39,445,cells/cell_S02p50_W017p50_g5deg.txt
cell_S02p50_W012p50_g5deg,-2.5,-12.5,-5.0,0.0,-15.0,-10.0,393.39,414,cells/cell_S02p50_W012p50_g5deg.txt
cell_S02p50_W007p50_g5deg,-2.5,-7.5,-5.0,0.0,-10.0,-5.0,393.39,417,cells/cell_S02p50_W007p50_g5deg.txt
cell_S02p50_W002p50_g5deg,-2.5,-2.5,-5.0,0.0,-5.0,0.0,393.39,424,cells/cell_S02p50_W002p50_g5deg.txt
cell_S02p50_E002p50_g5deg,-2.5,2.5,-5.0,0.0,0.0,5.0,393.39,529,cells/cell_S02p50_E002p50_g5deg.txt
cell_S02p50_E007p50_g5deg,-2.5,7.5,-5.0,0.0,5.0,10.0,393.39,527,cells/cell_S02p50_E007p50_g5deg.txt
cell_S02p50_E012p50_g5deg,-2.5,12.5,-5.0,0.0,10.0,15.0,393.39,546,cells/cell_S02p50_E012p50_g5deg.txt
cell_S02p50_E017p50_g5deg,-2.5,17.5,-5.0,0.0,15.0,20.0,393.39,644,cells/cell_S02p50_E017p50_g5deg.txt
cell_S02p50_E022p50_g5deg,-2.5,22.5,-5.0,0.0,20.0,25.0,393.39,629,cells/cell_S02p50_E022p50_g5deg.txt
cell_S02p50_E027p50_g5deg,-2.5,27.5,-5.0,0.0,25.0,30.0,393.39,652,cells/cell_S02p50_E027p50_g5deg.txt
cell_S02p50_E032p50_g5deg,-2.5,32.5,-5.0,0.0,30.0,35.0,393.39,716,cells/cell_S02p50_E032p50_g5deg.txt
cell_S02p50_E037p50_g5deg,-2.5,37.5,-5.0,0.0,35.0,40.0,393.39,542,cells/cell_S02p50_E037p50_g5deg.txt
cell_S02p50_E042p50_g5deg,-2.5,42.5,-5.0,0.0,40.0,45.0,393.39,460,cells/cell_S02p50_E042p50_g5deg.txt
cell_S02p50_E047p50_g5deg,-2.5,47.5,-5.0,0.0,45.0,50.0,393.39,427,cells/cell_S02p50_E047p50_g5deg.txt
cell_S02p50_E052p50_g5deg,-2.5,52.5,-5.0,0.0,50.0,55.0,393.39,489,cells/cell_S02p50_E052p50_g5deg.txt
cell_S02p50_E057p50_g5deg,-2.5,57.5,-5.0,0.0,55.0,60.0,393.39,522,cells/cell_S02p50_E057p50_g5deg.txt
cell_S02p50_E062p50_g5deg,-2.5,62.5,-5.0,0.0,60.0,65.0,393.39,554,cells/cell_S02p50_E062p50_g5deg.txt
cell_S02p50_E067p50_g5deg,-2.5,67.5,-5.0,0.0,65.0,70.0,393.39,148,cells/cell_S02p50_E067p50_g5deg.txt
cell_S02p50_E072p50_g5deg,-2.5,72.5,-5.0,0.0,70.0,75.0,393.39,139,cells/cell_S02p50_E072p50_g5deg.txt
cell_S02p50_E077p50_g5deg,-2.5,77.5,-5.0,0.0,75.0,80.0,393.39,196,cells/cell_S02p50_E077p50_g5deg.txt
cell_S02p50_E082p50_g5deg,-2.5,82.5,-5.0,0.0,80.0,85.0,393.39,281,cells/cell_S02p50_E082p50_g5deg.txt
cell_S02p50_E087p50_g5deg,-2.5,87.5,-5.0,0.0,85.0,90.0,393.39,583,cells/cell_S02p50_E087p50_g5deg.txt
cell_S02p50_E092p50_g5deg,-2.5,92.5,-5.0,0.0,90.0,95.0,393.39,491,cells/cell_S02p50_E092p50_g5deg.txt
cell_S02p50_E097p50_g5deg,-2.5,97.5,-5.0,0.0,95.0,100.0,393.39,474,cells/cell_S02p50_E097p50_g5deg.txt
cell_S02p50_E102p50_g5deg,-2.5,102.5,-5.0,0.0,100.0,105.0,393.39,472,cells/cell_S02p50_E102p50_g5deg.txt
cell_S02p50_E107p50_g5deg,-2.5,107.5,-5.0,0.0,105.0,110.0,393.39,561,cells/cell_S02p50_E107p50_g5deg.txt
cell_S02p50_E112p50_g5deg,-2.5,112.5,-5.0,0.0,110.0,115.0,393.39,495,cells/cell_S02p50_E112p50_g5deg.txt
cell_S02p50_E117p50_g5deg,-2.5,117.5,-5.0,0.0,115.0,120.0,393.39,507,cells/cell_S02p50_E117p50_g5deg.txt
cell_S02p50_E122p50_g5deg,-2.5,122.5,-5.0,0.0,120.0,125.0,393.39,279,cells/cell_S02p50_E122p50_g5deg.txt
cell_S02p50_E127p50_g5deg,-2.5,127.5,-5.0,0.0,125.0,130.0,393.39,424,cells/cell_S02p50_E127p50_g5deg.txt
cell_S02p50_E132p50_g5deg,-2.5,132.5,-5.0,0.0,130.0,135.0,393.39,444,cells/cell_S02p50_E132p50_g5deg.txt
cell_S02p50_E137p50_g5deg,-2.5,137.5,-5.0,0.0,135.0,140.0,393.39,377,cells/cell_S02p50_E137p50_g5deg.txt
cell_S02p50_E142p50_g5deg,-2.5,142.5,-5.0,0.0,140.0,145.0,393.39,376,cells/cell_S02p50_E142p50_g5deg.txt
cell_S02p50_E147p50_g5deg,-2.5,147.5,-5.0,0.0,145.0,150.0,393.39,251,cells/cell_S02p50_E147p50_g5deg.txt
cell_S02p50_E152p50_g5deg,-2.5,152.5,-5.0,0.0,150.0,155.0,393.39,145,cells/cell_S02p50_E152p50_g5deg.txt
cell_S02p50_E157p50_g5deg,-2.5,157.5,-5.0,0.0,155.0,160.0,393.39,145,cells/cell_S02p50_E157p50_g5deg.txt
cell_S02p50_E162p50_g5deg,-2.5,162.5,-5.0,0.0,160.0,165.0,393.39,138,cells/cell_S02p50_E162p50_g5deg.txt
cell_S02p50_E167p50_g5deg,-2.5,167.5,-5.0,0.0,165.0,170.0,393.39,116,cells/cell_S02p50_E167p50_g5deg.txt
cell_S02p50_E172p50_g5deg,-2.5,172.5,-5.0,0.0,170.0,175.0,393.39,61,cells/cell_S02p50_E172p50_g5deg.txt
cell_S02p50_E177p50_g5deg,-2.5,177.5,-5.0,0.0,175.0,180.0,393.39,69,cells/cell_S02p50_E177p50_g5deg.txt
cell_N02p50_W177p50_g5deg,2.5,-177.5,0.0,5.0,-180.0,-175.0,393.39,81,cells/cell_N02p50_W177p50_g5deg.txt
cell_N02p50_W172p50_g5deg,2.5,-172.5,0.0,5.0,-175.0,-170.0,393.39,73,cells/cell_N02p50_W172p50_g5deg.txt
cell_N02p50_W167p50_g5deg,2.5,-167.5,0.0,5.0,-170.0,-165.0,393.39,86,cells/cell_N02p50_W167p50_g5deg.txt
cell_N02p50_W162p50_g5deg,2.5,-162.5,0.0,5.0,-165.0,-160.0,393.39,103,cells/cell_N02p50_W162p50_g5deg.txt
cell_N02p50_W157p50_g5deg,2.5,-157.5,0.0,5.0,-160.0,-155.0,393.39,82,cells/cell_N02p50_W157p50_g5deg.txt
cell_N02p50_W152p50_g5deg,2.5,-152.5,0.0,5.0,-155.0,-150.0,393.39,76,cells/cell_N02p50_W152p50_g5deg.txt
cell_N02p50_W147p50_g5deg,2.5,-147.5,0.0,5.0,-150.0,-145.0,393.39,75,cells/cell_N02p50_W147p50_g5deg.txt
cell_N02p50_W142p50_g5deg,2.5,-142.5,0.0,5.0,-145.0,-140.0,393.39,71,cells/cell_N02p50_W142p50_g5deg.txt
cell_N02p50_W137p50_g5deg,2.5,-137.5,0.0,5.0,-140.0,-135.0,393.39,73,cells/cell_N02p50_W137p50_g5deg.txt
cell_N02p50_W132p50_g5deg,2.5,-132.5,0.0,5.0,-135.0,-130.0,393.39,71,cells/cell_N02p50_W132p50_g5deg.txt
cell_N02p50_W127p50_g5deg,2.5,-127.5,0.0,5.0,-130.0,-125.0,393.39,249,cells/cell_N02p50_W127p50_g5deg.txt
cell_N02p50_W122p50_g5deg,2.5,-122.5,0.0,5.0,-125.0,-120.0,393.39,440,cells/cell_N02p50_W122p50_g5deg.txt
cell_N02p50_W117p50_g5deg,2.5,-117.5,0.0,5.0,-120.0,-115.0,393.39,512,cells/cell_N02p50_W117p50_g5deg.txt
cell_N02p50_W112p50_g5deg,2.5,-112.5,0.0,5.0,-115.0,-110.0,393.39,447,cells/cell_N02p50_W112p50_g5deg.txt
cell_N02p50_W107p50_g5deg,2.5,-107.5,0.0,5.0,-110.0,-105.0,393.39,430,cells/cell_N02p50_W107p50_g5deg.txt
cell_N02p50_W102p50_g5deg,2.5,-102.5,0.0,5.0,-105.0,-100.0,393.39,184,cells/cell_N02p50_W102p50_g5deg.txt
cell_N02p50_W097p50_g5deg,2.5,-97.5,0.0,5.0,-100.0,-95.0,393.39,55,cells/cell_N02p50_W097p50_g5deg.txt
cell_N02p50_W092p50_g5deg,2.5,-92.5,0.0,5.0,-95.0,-90.0,393.39,44,cells/cell_N02p50_W092p50_g5deg.txt
cell_N02p50_W087p50_g5deg,2.5,-87.5,0.0,5.0,-90.0,-85.0,393.39,100,cells/cell_N02p50_W087p50_g5deg.txt
cell_N02p50_W082p50_g5deg,2.5,-82.5,0.0,5.0,-85.0,-80.0,393.39,575,cells/cell_N02p50_W082p50_g5deg.txt
cell_N02p50_W077p50_g5deg,2.5,-77.5,0.0,5.0,-80.0,-75.0,393.39,769,cells/cell_N02p50_W077p50_g5deg.txt
cell_N02p50_W072p50_g5deg,2.5,-72.5,0.0,5.0,-75.0,-70.0,393.39,785,cells/cell_N02p50_W072p50_g5deg.txt
cell_N02p50_W067p50_g5deg,2.5,-67.5,0.0,5.0,-70.0,-65.0,393.39,976,cells/cell_N02p50_W067p50_g5deg.txt
cell_N02p50_W062p50_g5deg,2.5,-62.5,0.0,5.0,-65.0,-60.0,393.39,935,cells/cell_N02p50_W062p50_g5deg.txt
cell_N02p50_W057p50_g5deg,2.5,-57.5,0.0,5.0,-60.0,-55.0,393.39,783,cells/cell_N02p50_W057p50_g5deg.txt
cell_N02p50_W052p50_g5deg,2.5,-52.5,0.0,5.0,-55.0,-50.0,393.39,802,cells/cell_N02p50_W052p50_g5deg.txt
cell_N02p50_W047p50_g5deg,2.5,-47.5,0.0,5.0,-50.0,-45.0,393.39,855,cells/cell_N02p50_W047p50_g5deg.txt
cell_N02p50_W042p50_g5deg,2.5,-42.5,0.0,5.0,-45.0,-40.0,393.39,748,cells/cell_N02p50_W042p50_g5deg.txt
cell_N02p50_W037p50_g5deg,2.5,-37.5,0.0,5.0,-40.0,-35.0,393.39,512,cells/cell_N02p50_W037p50_g5deg.txt
cell_N02p50_W032p50_g5deg,2.5,-32.5,0.0,5.0,-35.0,-30.0,393.39,469,cells/cell_N02p50_W032p50_g5deg.txt
cell_N02p50_W027p50_g5deg,2.5,-27.5,0.0,5.0,-30.0,-25.0,393.39,421,cells/cell_N02p50_W027p50_g5deg.txt
cell_N02p50_W022p50_g5deg,2.5,-22.5,0.0,5.0,-25.0,-20.0,393.39,594,cells/cell_N02p50_W022p50_g5deg.txt
cell_N02p50_W017p50_g5deg,2.5,-17.5,0.0,5.0,-20.0,-15.0,393.39,444,cells/cell_N02p50_W017p50_g5deg.txt
cell_N02p50_W012p50_g5deg,2.5,-12.5,0.0,5.0,-15.0,-10.0,393.39,425,cells/cell_N02p50_W012p50_g5deg.txt
cell_N02p50_W007p50_g5deg,2.5,-7.5,0.0,5.0,-10.0,-5.0,393.39,416,cells/cell_N02p50_W007p50_g5deg.txt
cell_N02p50_W002p50_g5deg,2.5,-2.5,0.0,5.0,-5.0,0.0,393.39,427,cells/cell_N02p50_W002p50_g5deg.txt
cell_N02p50_E002p50_g5deg,2.5,2.5,0.0,5.0,0.0,5.0,393.39,490,cells/cell_N02p50_E002p50_g5deg.txt
cell_N02p50_E007p50_g5deg,2.5,7.5,0.0,5.0,5.0,10.0,393.39,529,cells/cell_N02p50_E007p50_g5deg.txt
cell_N02p50_E012p50_g5deg,2.5,12.5,0.0,5.0,10.0,15.0,393.39,558,cells/cell_N02p50_E012p50_g5deg.txt
cell_N02p50_E017p50_g5deg,2.5,17.5,0.0,5.0,15.0,20.0,393.39,663,cells/cell_N02p50_E017p50_g5deg.txt
