species	cell_hits
Diomedea exulans_Wandering Albatross	78
Euphonia chlorotica_Purple-throated Euphonia	78
Lurocalis semitorquatus_Short-tailed Nighthawk	78
Patagioenas plumbea_Plumbeous Pigeon	78
Schistochlamys melanopis_Black-faced Tanager	78
Anthus lutescens_Yellowish Pipit	77
Chaetura cinereiventris_Gray-rumped Swift	77
Charadrius falklandicus_Two-banded Plover	77
Cinclodes fuscus_Buff-winged Cinclodes	77
Eucometis penicillata_Gray-headed Tanager	77
Hirundinea ferruginea_Cliff Flycatcher	77
Leptasthenura aegithaloides_Plain-mantled Tit-Spinetail	77
Leptotila rufaxilla_Gray-fronted Dove	77
Manacus manacus_White-bearded Manakin	77
Myiarchus ferox_Short-crested Flycatcher	77
Spizaetus melanoleucus_Black-and-white Hawk-Eagle	77
Spizaetus ornatus_Ornate Hawk-Eagle	77
Sporophila nigricollis_Yellow-bellied Seedeater	77
Conirostrum speciosum_Chestnut-vented Conebill	76
Donacobius atricapilla_Black-capped Donacobius	76
Geospizopsis unicolor_Plumbeous Sierra Finch	76
Haematopus ater_Blackish Oystercatcher	76
Mimus saturninus_Chalk-browed Mockingbird	76
Muscisaxicola maculirostris_Spot-billed Ground-Tyrant	76
Mustelirallus albicollis_Ash-throated Crake	76
Myiozetetes cayanensis_Rusty-margined Flycatcher	76
Patagioenas speciosa_Scaled Pigeon	76
Platyrinchus mystaceus_White-throated Spadebill	76
Tachyphonus rufus_White-lined Tanager	76
Tityra cayana_Black-tailed Tityra	76
Xenops rutilans_Streaked Xenops	76
Zenaida asiatica_White-winged Dove	76
Asthenes modesta_Cordilleran Canastero	75
Chionomesa fimbriata_Glittering-throated Emerald	75
Limosa fedoa_Marbled Godwit	75
Mareca americana_American Wigeon	75
Oxyura ferruginea_Andean Duck	75
Ramphastos vitellinus_Channel-billed Toucan	75
Syrigma sibilatrix_Whistling Heron	75
Thinocorus rumicivorus_Least Seedsnipe	75
Buteo jamaicensis_Red-tailed Hawk	74
Jabiru mycteria_Jabiru	74
Myiopagis caniceps_Gray Elaenia	74
Myrmotherula axillaris_White-flanked Antwren	74
Pulsatrix perspicillata_Spectacled Owl	74
Rhopospina fruticeti_Mourning Sierra Finch	74
Setopagis parvula_Little Nightjar	74
Cacicus haemorrhous_Red-rumped Cacique	73
Estrilda astrild_Common Waxbill	73
Galbula ruficauda_Rufous-tailed Jacamar	73
Lepidocolaptes angustirostris_Narrow-billed Woodcreeper	73
Mareca sibilatrix_Chiloe Wigeon	73
Patagioenas fasciata_Band-tailed Pigeon	73
Spiza americana_Dickcissel	73
Sturnus vulgaris_European Starling	73
Theristicus melanopis_Black-faced Ibis	73
Trogon collaris_Collared Trogon	73
Turdus amaurochalinus_Creamy-bellied Thrush	73
Campephilus melanoleucos_Crimson-crested Woodpecker	72
Colaptes campestris_Campo Flicker	72
Dromococcyx pavoninus_Pavonine Cuckoo	72
Fregata minor_Great Frigatebird	72
Laterallus exilis_Gray-breasted Crake	72
Pipraeidea melanonota_Fawn-breasted Tanager	72
Sporophila angolensis_Chestnut-bellied Seed-Finch	72
Suiriri suiriri_Suiriri Flycatcher	72
Amazona amazonica_Orange-winged Parrot	71
Cacicus cela_Yellow-rumped Cacique	71
Chlorestes cyanus_White-chinned Sapphire	71
Circus hudsonius_Northern Harrier	71
Colonia colonus_Long-tailed Tyrant	71
Euscarthmus meloryphus_Rufous-crowned Pygmy-Tyrant	71
Geothlypis trichas_Common Yellowthroat	71
Glaucis hirsutus_Rufous-breasted Hermit	71
Guira guira_Guira Cuckoo	71
Larus delawarensis_Ring-billed Gull	71
Pachyramphus viridis_Green-backed Becard	71
Phimosus infuscatus_Bare-faced Ibis	71
Ramphastos toco_Toco Toucan	71
Sayornis nigricans_Black Phoebe	71
Sporophila minuta_Ruddy-breasted Seedeater	71
Chroicocephalus cirrocephalus_Gray-hooded Gull	70
Colaptes rubiginosus_Golden-olive Woodpecker	70
Elaenia spectabilis_Large Elaenia	70
Leistes loyca_Long-tailed Meadowlark	70
Pachyramphus castaneus_Chestnut-crowned Becard	70
Puffinus puffinus_Manx Shearwater	70
Setophaga coronata_Yellow-rumped Warbler	70
Sporophila lineola_Lined Seedeater	70
Stercorarius maccormicki_South Polar Skua	70
Tolmomyias flaviventris_Yellow-breasted Flycatcher	70
Attagis gayi_Rufous-bellied Seedsnipe	69
Aythya collaris_Ring-necked Duck	69
Callipepla californica_California Quail	69
Campylorhamphus trochilirostris_Red-billed Scythebill	69
Chrysuronia versicolor_Versicolored Emerald	69
Columbina squammata_Scaled Dove	69
Fluvicola albiventer_Black-backed Water-Tyrant	69
Furnarius leucopus_Pale-legged Hornero	69
Icterus galbula_Baltimore Oriole	69
Passerina caerulea_Blue Grosbeak	69
