species	cell_hits
Thraupis episcopus_Blue-gray Tanager	23
Tiaris olivaceus_Yellow-faced Grassquit	23
Vireo altiloquus_Black-whiskered Vireo	23
Zenaida macroura_Mourning Dove	23
Buteogallus urubitinga_Great Black Hawk	22
Charadrius collaris_Collared Plover	22
Chloroceryle amazona_Amazon Kingfisher	22
Cochlearius cochlearius_Boat-billed Heron	22
Empidonax virescens_Acadian Flycatcher	22
Geranoaetus albicaudatus_White-tailed Hawk	22
Geranospiza caerulescens_Crane Hawk	22
Ictinia mississippiensis_Mississippi Kite	22
Leucophaeus pipixcan_Franklin's Gull	22
Micrastur semitorquatus_Collared Forest-Falcon	22
Myiopagis viridicata_Greenish Elaenia	22
Passerculus sandwichensis_Savannah Sparrow	22
Patagioenas leucocephala_White-crowned Pigeon	22
Petrochelidon fulva_Cave Swallow	22
Setophaga discolor_Prairie Warbler	22
Setophaga pitiayumi_Tropical Parula	22
Trogon collaris_Collared Trogon	22
Vireo griseus_White-eyed Vireo	22
Attila spadiceus_Bright-rumped Attila	21
Chaetura vauxi_Vaux's Swift	21
Cyanocorax yncas_Green Jay	21
Dryobates fumigatus_Smoky-brown Woodpecker	21
Empidonax alnorum_Alder Flycatcher	21
Geothlypis formosa_Kentucky Warbler	21
Molothrus aeneus_Bronzed Cowbird	21
Molothrus bonariensis_Shiny Cowbird	21
Pelecanus erythrorhynchos_American White Pelican	21
Rallus crepitans_Clapper Rail	21
Ramphocaenus melanurus_Long-billed Gnatwren	21
Stercorarius pomarinus_Pomarine Jaeger	21
Tityra semifasciata_Masked Tityra	21
Vermivora cyanoptera_Blue-winged Warbler	21
Athene cunicularia_Burrowing Owl	20
Basileuterus culicivorus_Golden-crowned Warbler	20
Bombycilla cedrorum_Cedar Waxwing	20
Catharus aurantiirostris_Orange-billed Nightingale-Thrush	20
Colaptes rubiginosus_Golden-olive Woodpecker	20
Crypturellus soui_Little Tinamou	20
Empidonax traillii_Willow Flycatcher	20
Eucometis penicillata_Gray-headed Tanager	20
Geothlypis philadelphia_Mourning Warbler	20
Lepidocolaptes souleyetii_Streak-headed Woodcreeper	20
Myiodynastes maculatus_Streaked Flycatcher	20
Penelope purpurascens_Crested Guan	20
Piranga flava_Hepatic Tanager	20
Saltator maximus_Buff-throated Saltator	20
Setophaga palmarum_Palm Warbler	20
Spizaetus tyrannus_Black Hawk-Eagle	20
Sterna forsteri_Forster's Tern	20
Trogon caligatus_Gartered Trogon	20
Vireo flavoviridis_Yellow-green Vireo	20
Arremon brunneinucha_Chestnut-capped Brushfinch	19
Asio flammeus_Short-eared Owl	19
Buteo swainsoni_Swainson's Hawk	19
Charadrius melodus_Piping Plover	19
Colinus cristatus_Crested Bobwhite	19
Empidonax minimus_Least Flycatcher	19
Heliomaster longirostris_Long-billed Starthroat	19
Limnothlypis swainsonii_Swainson's Warbler	19
Lonchura malacca_Tricolored Munia	19
Melanospiza bicolor_Black-faced Grassquit	19
Mionectes oleagineus_Ochre-bellied Flycatcher	19
Myioborus miniatus_Slate-throated Redstart	19
Myiodynastes luteiventris_Sulphur-bellied Flycatcher	19
Patagioenas cayennensis_Pale-vented Pigeon	19
Patagioenas fasciata_Band-tailed Pigeon	19
Setophaga castanea_Bay-breasted Warbler	19
Sporophila minuta_Ruddy-breasted Seedeater	19
Sula sula_Red-footed Booby	19
Thryophilus rufalbus_Rufous-and-white Wren	19
Turdus grayi_Clay-colored Thrush	19
Xenops minutus_Plain Xenops	19
Zenaida aurita_Zenaida Dove	19
Cairina moschata_Muscovy Duck	18
Calidris alpina_Dunlin	18
Cardellina canadensis_Canada Warbler	18
Cardinalis cardinalis_Northern Cardinal	18
Claravis pretiosa_Blue Ground Dove	18
Colinus virginianus_Northern Bobwhite	18
Contopus sordidulus_Western Wood-Pewee	18
Harpagus bidentatus_Double-toothed Kite	18
Henicorhina leucophrys_Gray-breasted Wood-Wren	18
Ictinia plumbea_Plumbeous Kite	18
Patagioenas squamosa_Scaly-naped Pigeon	18
Phaethornis striigularis_Stripe-throated Hermit	18
Piranga leucoptera_White-winged Tanager	18
Pteroglossus torquatus_Collared Aracari	18
Recurvirostra americana_American Avocet	18
Sialia sialis_Eastern Bluebird	18
Tachycineta albilinea_Mangrove Swallow	18
Tigrisoma mexicanum_Bare-throated Tiger-Heron	18
Tinamus major_Great Tinamou	18
Tityra inquisitor_Black-crowned Tityra	18
Tyrannus caudifasciatus_Loggerhead Kingbird	18
Tyrannus savana_Fork-tailed Flycatcher	18
Vireo solitarius_Blue-headed Vireo	18
Amblycercus holosericeus_Yellow-billed Cacique	17
Anas platyrhynchos_Mallard	17
Ara macao_Scarlet Macaw	17
Chordeiles gundlachii_Antillean Nighthawk	17
Columbina minuta_Plain-breasted Ground Dove	17
Dolichonyx oryzivorus_Bobolink	17
Icteria virens_Yellow-breasted Chat	17
Icterus chrysater_Yellow-backed Oriole	17
Mergus serrator_Red-breasted Merganser	17
Momotus lessonii_Lesson's Motmot	17
Nannopterum auritum_Double-crested Cormorant	17
Nyctibius jamaicensis_Northern Potoo	17
Parabuteo unicinctus_Harris's Hawk	17
Quiscalus lugubris_Carib Grackle	17
Stelgidopteryx ruficollis_Southern Rough-winged Swallow	17
Sterna dougallii_Roseate Tern	17
Streptoprocne rutila_Chestnut-collared Swift	17
Tapera naevia_Striped Cuckoo	17
Thraupis palmarum_Palm Tanager	17
Vanellus chilensis_Southern Lapwing	17
Vireo leucophrys_Brown-capped Vireo	17
Accipiter cooperii_Cooper's Hawk	16
Amazona farinosa_Mealy Parrot	16
Arremonops conirostris_Black-striped Sparrow	16
Bartramia longicauda_Upland Sandpiper	16
Buteo plagiatus_Gray Hawk	16
Chloroceryle aenea_American Pygmy Kingfisher	16
Columbina inca_Inca Dove	16
Crypturellus cinnamomeus_Thicket Tinamou	16
Cyanoloxia cyanoides_Blue-black Grosbeak	16
Dryobates villosus_Hairy Woodpecker	16
Euphonia affinis_Scrub Euphonia	16
Falco femoralis_Aplomado Falcon	16
Florisuga mellivora_White-necked Jacobin	16
Galbula ruficauda_Rufous-tailed Jacamar	16
Habia rubica_Red-crowned Ant-Tanager	16
Icterus gularis_Altamira Oriole	16
Icterus mesomelas_Yellow-tailed Oriole	16
Pachysylvia decurtata_Lesser Greenlet	16
Saltator grandis_Cinnamon-bellied Saltator	16
Setophaga caerulescens_Black-throated Blue Warbler	16
Setophaga tigrina_Cape May Warbler	16
Sporophila morelleti_Morelet's Seedeater	16
Turdus plumbeus_Red-legged Thrush	16
Xiphorhynchus susurrans_Cocoa Woodcreeper	16
Amazilia rutila_Cinnamon Hummingbird	15
Amazilia tzacatl_Rufous-tailed Hummingbird	15
Amazona albifrons_White-fronted Parrot	15
Aramides cajaneus_Gray-cowled Wood-Rail	15
Basileuterus delattrii_Chestnut-capped Warbler	15
Brotogeris jugularis_Orange-chinned Parakeet	15
Camptostoma imberbe_Northern Beardless-Tyrannulet	15
Catharus minimus_Gray-cheeked Thrush	15
Chlorophanes spiza_Green Honeycreeper	15
Chlorospingus flavopectus_Common Chlorospingus	15
Dendrocolaptes sanctithomae_Northern Barred-Woodcreeper	15
Dives dives_Melodious Blackbird	15
Dromococcyx phasianellus_Pheasant Cuckoo	15
Empidonax flaviventris_Yellow-bellied Flycatcher	15
Geothlypis poliocephala_Gray-crowned Yellowthroat	15
Limnodromus scolopaceus_Long-billed Dowitcher	15
Micrastur ruficollis_Barred Forest-Falcon	15
Milvago chimachima_Yellow-headed Caracara	15
Mitrephanes phaeocercus_Tufted Flycatcher	15
Molothrus oryzivorus_Giant Cowbird	15
Myrmotherula schisticolor_Slaty Antwren	15
Pachyramphus aglaiae_Rose-throated Becard	15
Patagioenas flavirostris_Red-billed Pigeon	15
Patagioenas speciosa_Scaled Pigeon	15
Phaethon aethereus_Red-billed Tropicbird	15
Phaethornis longirostris_Long-billed Hermit	15
Pheugopedius rutilus_Rufous-breasted Wren	15
Polioptila bilineata_White-browed Gnatcatcher	15
Ramphastos ambiguus_Yellow-throated Toucan	15
Saltator atriceps_Black-headed Saltator	15
Tangara gyrola_Bay-headed Tanager	15
Trogon melanocephalus_Black-headed Trogon	15
Turdus assimilis_White-throated Thrush	15
Turdus migratorius_American Robin	15
Tyrannus forficatus_Scissor-tailed Flycatcher	15
Tyrannus verticalis_Western Kingbird	15
Xiphocolaptes promeropirhynchus_Strong-billed Woodcreeper	15
Amazona autumnalis_Red-lored Parrot	14
Asio stygius_Stygian Owl	14
Botaurus lentiginosus_American Bittern	14
Butorides striata_Striated Heron	14
Campephilus guatemalensis_Pale-billed Woodpecker	14
Capsiempis flaveola_Yellow Tyrannulet	14
Cardellina pusilla_Wilson's Warbler	14
Clibanornis rubiginosus_Ruddy Foliage-gleaner	14
Elaenia frantzii_Mountain Elaenia	14
Eupsittula nana_Olive-throated Parakeet	14
Eupsittula pertinax_Brown-throated Parakeet	14
Gampsonyx swainsonii_Pearl Kite	14
Geotrygon chrysia_Key West Quail-Dove	14
Glyphorynchus spirurus_Wedge-billed Woodcreeper	14
Heliornis fulica_Sungrebe	14
Henicorhina leucosticta_White-breasted Wood-Wren	14
Melanerpes formicivorus_Acorn Woodpecker	14
Myiozetetes granadensis_Gray-capped Flycatcher	14
Pachyramphus polychopterus_White-winged Becard	14
Pseudastur albicollis_White Hawk	14
Ramphastos sulfuratus_Keel-billed Toucan	14
Spizaetus ornatus_Ornate Hawk-Eagle	14
Spizella passerina_Chipping Sparrow	14
Sturnus vulgaris_European Starling	14
Sula dactylatra_Masked Booby	14
Taraba major_Great Antshrike	14
Thalasseus elegans_Elegant Tern	14
Vermivora chrysoptera_Golden-winged Warbler	14
Vireo philadelphicus_Philadelphia Vireo	14
Aix sponsa_Wood Duck	13
Antigone canadensis_Sandhill Crane	13
Arremon aurantiirostris_Orange-billed Sparrow	13
Camptostoma obsoletum_Southern Beardless-Tyrannulet	13
Cercomacroides tyrannina_Dusky Antbird	13
Chiroxiphia lanceolata_Lance-tailed Manakin	13
Cistothorus platensis_Grass Wren	13
Crax rubra_Great Curassow	13
Dacnis cayana_Blue Dacnis	13
Dysithamnus mentalis_Plain Antvireo	13
Eumomota superciliosa_Turquoise-browed Motmot	13
Geothlypis tolmiei_MacGillivray's Warbler	13
Habia fuscicauda_Red-throated Ant-Tanager	13
Hylocichla mustelina_Wood Thrush	13
Lanius ludovicianus_Loggerhead Shrike	13
Leistes militaris_Red-breasted Meadowlark	13
Leptodon cayanensis_Gray-headed Kite	13
Lonchura punctulata_Scaly-breasted Munia	13
Lophotriccus pileatus_Scale-crested Pygmy-Tyrant	13
Loriotus luctuosus_White-shouldered Tanager	13
Loxia curvirostra_Red Crossbill	13
Melanerpes aurifrons_Golden-fronted Woodpecker	13
Melanerpes rubricapillus_Red-crowned Woodpecker	13
Melopyrrha violacea_Greater Antillean Bullfinch	13
Molothrus ater_Brown-headed Cowbird	13
Nyctibius griseus_Common Potoo	13
Onychorhynchus coronatus_Royal Flycatcher	13
