species	cell_hits
Phoenicurus phoenicurus_Common Redstart	97
Porzana porzana_Spotted Crake	97
Prunella modularis_Dunnock	97
Cygnus olor_Mute Swan	96
Gallinula chloropus_Eurasian Moorhen	96
Circus aeruginosus_Eurasian Marsh-Harrier	95
Curruca communis_Greater Whitethroat	95
Leucosticte tephrocotis_Gray-crowned Rosy-Finch	95
Linaria cannabina_Eurasian Linnet	95
Phoenicurus ochruros_Black Redstart	95
Phylloscopus sibilatrix_Wood Warbler	95
Chloris chloris_European Greenfinch	94
Curruca nisoria_Barred Warbler	94
Emberiza hortulana_Ortolan Bunting	94
Hippolais icterina_Icterine Warbler	94
Locustella naevia_Common Grasshopper-Warbler	94
Pernis apivorus_European Honey-buzzard	94
Phylloscopus proregulus_Pallas's Leaf Warbler	94
Acrocephalus palustris_Marsh Warbler	93
Athene noctua_Little Owl	93
Lophophanes cristatus_Crested Tit	93
Loxia pytyopsittacus_Parrot Crossbill	93
Luscinia luscinia_Thrush Nightingale	93
Oriolus oriolus_Eurasian Golden Oriole	93
Panurus biarmicus_Bearded Reedling	93
Anthropoides virgo_Demoiselle Crane	92
Aquila heliaca_Imperial Eagle	92
Chlidonias leucopterus_White-winged Tern	92
Cyanistes caeruleus_Eurasian Blue Tit	92
Ficedula parva_Red-breasted Flycatcher	92
Prunella collaris_Alpine Accentor	92
Zapornia pusilla_Baillon's Crake	92
Carduelis carduelis_European Goldfinch	91
Poecile palustris_Marsh Tit	91
Streptopelia turtur_European Turtle-Dove	90
Otus scops_Eurasian Scops-Owl	89
Accipiter gularis_Japanese Sparrowhawk	87
Acrocephalus bistrigiceps_Black-browed Reed Warbler	87
Acrocephalus dumetorum_Blyth's Reed Warbler	87
Acrocephalus orientalis_Oriental Reed Warbler	87
Anas zonorhyncha_Eastern Spot-billed Duck	87
Antigone vipio_White-naped Crane	87
Apus pacificus_Pacific Swift	87
Arundinax aedon_Thick-billed Warbler	87
Bombycilla japonica_Japanese Waxwing	87
Buteo japonicus_Eastern Buzzard	87
Caprimulgus jotaka_Gray Nightjar	87
Carpodacus sibiricus_Long-tailed Rosefinch	87
Chloris sinica_Oriental Greenfinch	87
Cinclus pallasii_Brown Dipper	87
Circus melanoleucos_Pied Harrier	87
Circus spilonotus_Eastern Marsh-Harrier	87
Corvus dauuricus_Daurian Jackdaw	87
Cyanopica cyanus_Azure-winged Magpie	87
Emberiza chrysophrys_Yellow-browed Bunting	87
Emberiza cioides_Meadow Bunting	87
Emberiza elegans_Yellow-throated Bunting	87
Emberiza fucata_Chestnut-eared Bunting	87
Emberiza spodocephala_Black-faced Bunting	87
Falco amurensis_Amur Falcon	87
Ficedula mugimaki_Mugimaki Flycatcher	87
Grus japonensis_Red-crowned Crane	87
Hirundapus caudacutus_White-throated Needletail	87
Hydroprogne caspia_Caspian Tern	87
Ixobrychus eurhythmus_Schrenck's Bittern	87
Larvivora cyane_Siberian Blue Robin	87
Larvivora sibilans_Rufous-tailed Robin	87
Limnodromus semipalmatus_Asian Dowitcher	87
Locustella davidi_Baikal Bush Warbler	87
Muscicapa dauurica_Asian Brown Flycatcher	87
Muscicapa griseisticta_Gray-streaked Flycatcher	87
Numenius minutus_Little Curlew	87
Otus sunia_Oriental Scops-Owl	87
Phoenicurus auroreus_Daurian Redstart	87
Phylloscopus plumbeitarsus_Two-barred Warbler	87
Phylloscopus schwarzi_Radde's Warbler	87
Phylloscopus trochiloides_Greenish Warbler	87
Rallus indicus_Brown-cheeked Rail	87
Riparia diluta_Pale Sand Martin	87
Streptopelia orientalis_Oriental Turtle-Dove	87
Turdus hortulorum_Gray-backed Thrush	87
Turdus ruficollis_Red-throated Thrush	87
Circus macrourus_Pallid Harrier	86
Grus monacha_Hooded Crane	86
Mareca falcata_Falcated Duck	86
Muscicapa sibirica_Dark-sided Flycatcher	86
Onychoprion aleuticus_Aleutian Tern	86
Sternula albifrons_Little Tern	85
Streptopelia decaocto_Eurasian Collared-Dove	85
Aethia pusilla_Least Auklet	84
Locustella fluviatilis_River Warbler	84
Anser canagicus_Emperor Goose	83
Calidris ptilocnemis_Rock Sandpiper	83
Cepphus columba_Pigeon Guillemot	83
Circus pygargus_Montagu's Harrier	83
Cinclus cinclus_White-throated Dipper	82
Clanga clanga_Greater Spotted Eagle	82
Zonotrichia querula_Harris's Sparrow	82
Podiceps nigricollis_Eared Grebe	81
Iduna caligata_Booted Warbler	80
Remiz pendulinus_Eurasian Penduline-Tit	80
Aethia pygmaea_Whiskered Auklet	79
Dendrocoptes medius_Middle Spotted Woodpecker	79
Merops apiaster_European Bee-eater	79
Morus bassanus_Northern Gannet	77
Netta rufina_Red-crested Pochard	77
Calidris pygmaea_Spoon-billed Sandpiper	76
Anthus petrosus_Rock Pipit	75
Calidris mauri_Western Sandpiper	75
Haliaeetus pelagicus_Steller's Sea-Eagle	75
Melanitta perspicillata_Surf Scoter	74
Linaria flavirostris_Twite	73
Turdus torquatus_Ring Ouzel	72
Rallus aquaticus_Water Rail	71
Perdix perdix_Gray Partridge	69
Saxicola rubicola_European Stonechat	69
Catharus guttatus_Hermit Thrush	68
Zonotrichia atricapilla_Golden-crowned Sparrow	67
Columba oenas_Stock Dove	66
Leiothlypis celata_Orange-crowned Warbler	65
Lullula arborea_Wood Lark	65
Cardellina pusilla_Wilson's Warbler	64
Larus californicus_California Gull	64
Setophaga coronata_Yellow-rumped Warbler	64
