species	cell_hits
Merops apiaster_European Bee-eater	36
Milvus migrans_Black Kite	36
Monticola saxatilis_Rufous-tailed Rock-Thrush	36
Monticola solitarius_Blue Rock-Thrush	36
Motacilla alba_White Wagtail	36
Motacilla cinerea_Gray Wagtail	36
Motacilla citreola_Citrine Wagtail	36
Motacilla flava_Western Yellow Wagtail	36
Muscicapa striata_Spotted Flycatcher	36
Netta rufina_Red-crested Pochard	36
Numenius arquata_Eurasian Curlew	36
Nycticorax nycticorax_Black-crowned Night-Heron	36
Oenanthe deserti_Desert Wheatear	36
Oenanthe isabellina_Isabelline Wheatear	36
Oenanthe oenanthe_Northern Wheatear	36
Oenanthe pleschanka_Pied Wheatear	36
Oriolus oriolus_Eurasian Golden Oriole	36
Otus scops_Eurasian Scops-Owl	36
Pandion haliaetus_Osprey	36
Panurus biarmicus_Bearded Reedling	36
Parus major_Great Tit	36
Passer domesticus_House Sparrow	36
Passer hispaniolensis_Spanish Sparrow	36
Passer montanus_Eurasian Tree Sparrow	36
Pastor roseus_Rosy Starling	36
Periparus ater_Coal Tit	36
Pernis ptilorhynchus_Oriental Honey-buzzard	36
Petronia petronia_Rock Sparrow	36
Phalacrocorax carbo_Great Cormorant	36
Phasianus colchicus_Ring-necked Pheasant	36
Phoenicurus ochruros_Black Redstart	36
Phoenicurus phoenicurus_Common Redstart	36
Phylloscopus collybita_Common Chiffchaff	36
Pica pica_Eurasian Magpie	36
Platalea leucorodia_Eurasian Spoonbill	36
Pluvialis fulva_Pacific Golden-Plover	36
Pluvialis squatarola_Black-bellied Plover	36
Podiceps cristatus_Great Crested Grebe	36
Podiceps nigricollis_Eared Grebe	36
Prunella collaris_Alpine Accentor	36
Pterocles orientalis_Black-bellied Sandgrouse	36
Ptyonoprogne rupestris_Eurasian Crag-Martin	36
Pyrrhocorax graculus_Yellow-billed Chough	36
Pyrrhocorax pyrrhocorax_Red-billed Chough	36
Pyrrhula pyrrhula_Eurasian Bullfinch	36
Rallus aquaticus_Water Rail	36
Recurvirostra avosetta_Pied Avocet	36
Regulus regulus_Goldcrest	36
Remiz coronatus_White-crowned Penduline-Tit	36
Riparia riparia_Bank Swallow	36
Saxicola maurus_Siberian Stonechat	36
Scolopax rusticola_Eurasian Woodcock	36
Sitta europaea_Eurasian Nuthatch	36
Spatula clypeata_Northern Shoveler	36
Spatula querquedula_Garganey	36
Spinus spinus_Eurasian Siskin	36
Sterna hirundo_Common Tern	36
Sternula albifrons_Little Tern	36
Streptopelia decaocto_Eurasian Collared-Dove	36
Streptopelia turtur_European Turtle-Dove	36
Sturnus vulgaris_European Starling	36
Tachybaptus ruficollis_Little Grebe	36
Tadorna ferruginea_Ruddy Shelduck	36
Tadorna tadorna_Common Shelduck	36
Tetrax tetrax_Little Bustard	36
Tichodroma muraria_Wallcreeper	36
Tringa erythropus_Spotted Redshank	36
Tringa glareola_Wood Sandpiper	36
Tringa nebularia_Common Greenshank	36
Tringa ochropus_Green Sandpiper	36
Tringa stagnatilis_Marsh Sandpiper	36
Tringa totanus_Common Redshank	36
Troglodytes troglodytes_Eurasian Wren	36
Turdus atrogularis_Black-throated Thrush	36
Turdus merula_Eurasian Blackbird	36
Turdus philomelos_Song Thrush	36
Turdus pilaris_Fieldfare	36
Turdus viscivorus_Mistle Thrush	36
Upupa epops_Eurasian Hoopoe	36
Vanellus vanellus_Northern Lapwing	36
Xenus cinereus_Terek Sandpiper	36
Zapornia pusilla_Baillon's Crake	36
Acanthis flammea_Common Redpoll	35
Acridotheres tristis_Common Myna	35
Acrocephalus stentoreus_Clamorous Reed Warbler	35
Arenaria interpres_Ruddy Turnstone	35
Calcarius lapponicus_Lapland Longspur	35
Calliope pectoralis_Himalayan Rubythroat	35
Cecropis daurica_Red-rumped Swallow	35
Egretta garzetta_Little Egret	35
Gallinago stenura_Pin-tailed Snipe	35
Gyps himalayensis_Himalayan Griffon	35
Montifringilla nivalis_White-winged Snowfinch	35
Nucifraga caryocatactes_Eurasian Nutcracker	35
Phylloscopus griseolus_Sulphur-bellied Warbler	35
Phylloscopus inornatus_Yellow-browed Warbler	35
Phylloscopus trochiloides_Greenish Warbler	35
Picoides tridactylus_Eurasian Three-toed Woodpecker	35
Podiceps auritus_Horned Grebe	35
Poecile montanus_Willow Tit	35
Riparia diluta_Pale Sand Martin	35
Streptopelia orientalis_Oriental Turtle-Dove	35
Streptopelia senegalensis_Laughing Dove	35
Tarsiger cyanurus_Red-flanked Bluetail	35
Calidris alba_Sanderling	34
Cinclus pallasii_Brown Dipper	34
Clangula hyemalis_Long-tailed Duck	34
Ibidorhyncha struthersii_Ibisbill	34
Lanius schach_Long-tailed Shrike	34
