species	cell_hits
Pogoniulus chrysoconus_Yellow-fronted Tinkerbird	99
Sterna paradisaea_Arctic Tern	99
Anthus cinnamomeus_African Pipit	98
Cinnyris venustus_Variable Sunbird	98
Columba larvata_Lemon Dove	98
Cyanomitra olivacea_Olive Sunbird	98
Eupodotis senegalensis_White-bellied Bustard	98
Guttera pucherani_Crested Guineafowl	98
Lagonosticta rubricata_African Firefinch	98
Cisticola cantans_Singing Cisticola	97
Clanga pomarina_Lesser Spotted Eagle	97
Macronyx croceus_Yellow-throated Longclaw	97
Rallus caerulescens_African Rail	97
Cisticola brachypterus_Siffling Cisticola	96
Columba livia_Rock Pigeon	96
Euplectes hordeaceus_Black-winged Bishop	96
Haematopus ostralegus_Eurasian Oystercatcher	96
Pernis apivorus_European Honey-buzzard	96
Turtur afer_Blue-spotted Wood-Dove	96
Uraeginthus bengalus_Red-cheeked Cordonbleu	96
Centropus senegalensis_Senegal Coucal	95
Cinnyris cupreus_Copper Sunbird	95
Rhinopomastus cyanomelas_Common Scimitarbill	95
Streptopelia decipiens_Mourning Collared-Dove	95
Uraeginthus angolensis_Southern Cordonbleu	95
Burhinus vermiculatus_Water Thick-knee	94
Coracina pectoralis_White-breasted Cuckooshrike	94
Motacilla clara_Mountain Wagtail	94
Xenus cinereus_Terek Sandpiper	94
Acrocephalus gracilirostris_Lesser Swamp Warbler	93
Cisticola aberrans_Rock-loving Cisticola	93
Falco vespertinus_Red-footed Falcon	93
Fulica cristata_Red-knobbed Coot	93
Melocichla mentalis_Moustached Grass-Warbler	93
Thamnolaea cinnamomeiventris_Mocking Cliff-Chat	93
Accipiter minullus_Little Sparrowhawk	92
Emberiza tahapisi_Cinnamon-breasted Bunting	92
Streptopelia capicola_Ring-necked Dove	92
Anthus similis_Long-billed Pipit	91
Cecropis daurica_Red-rumped Swallow	91
Gallinago media_Great Snipe	91
Passer griseus_Northern Gray-headed Sparrow	91
Ploceus ocularis_Spectacled Weaver	91
Pogoniulus bilineatus_Yellow-rumped Tinkerbird	91
Chlidonias niger_Black Tern	90
Dryoscopus gambensis_Northern Puffback	89
Chloropicus namaquus_Bearded Woodpecker	88
Euplectes capensis_Yellow Bishop	88
Merops albicollis_White-throated Bee-eater	88
Motacilla alba_White Wagtail	88
Tringa totanus_Common Redshank	88
Vanellus spinosus_Spur-winged Lapwing	88
Calandrella cinerea_Red-capped Lark	87
Calidris temminckii_Temminck's Stint	87
Chloropicus goertae_African Gray Woodpecker	87
Coracias caudatus_Lilac-breasted Roller	87
Larus dominicanus_Kelp Gull	87
Limosa limosa_Black-tailed Godwit	87
Caprimulgus natalensis_Swamp Nightjar	86
Caprimulgus rufigena_Rufous-cheeked Nightjar	86
Laniarius major_Tropical Boubou	86
Ploceus nigricollis_Black-necked Weaver	86
