species	cell_hits
Ixobrychus flavicollis_Black Bittern	29
Lanius ludovicianus_Loggerhead Shrike	29
Melanitta perspicillata_Surf Scoter	29
Melozone crissalis_California Towhee	29
Merops ornatus_Rainbow Bee-eater	29
Mino kreffti_Long-tailed Myna	29
Nannopterum auritum_Double-crested Cormorant	29
Nannopterum brasilianum_Neotropic Cormorant	29
Parkesia noveboracensis_Northern Waterthrush	29
Paroaria coronata_Red-crested Cardinal	29
Passerina amoena_Lazuli Bunting	29
Pooecetes gramineus_Vesper Sparrow	29
Ptilinopus solomonensis_Yellow-bibbed Fruit-Dove	29
Rallus limicola_Virginia Rail	29
Recurvirostra americana_American Avocet	29
Salpinctes obsoletus_Rock Wren	29
Sayornis saya_Say's Phoebe	29
Selasphorus rufus_Rufous Hummingbird	29
Spizella pallida_Clay-colored Sparrow	29
Sterna forsteri_Forster's Tern	29
Zonotrichia leucophrys_White-crowned Sparrow	29
Accipiter fasciatus_Brown Goshawk	28
Arenaria melanocephala_Black Turnstone	28
Athene cunicularia_Burrowing Owl	28
Calypte anna_Anna's Hummingbird	28
Chroicocephalus philadelphia_Bonaparte's Gull	28
Cinnyris jugularis_Olive-backed Sunbird	28
Cisticola exilis_Golden-headed Cisticola	28
Cuculus optatus_Oriental Cuckoo	28
Eclectus roratus_Eclectus Parrot	28
Egretta caerulea_Little Blue Heron	28
Empidonax wrightii_Gray Flycatcher	28
Gallinago megala_Swinhoe's Snipe	28
Gallinula tenebrosa_Dusky Moorhen	28
Hirundo neoxena_Welcome Swallow	28
Icteria virens_Yellow-breasted Chat	28
Icterus parisorum_Scott's Oriole	28
Larus occidentalis_Western Gull	28
Megapodius eremita_Melanesian Scrubfowl	28
Melanerpes formicivorus_Acorn Woodpecker	28
Micropsitta finschii_Finsch's Pygmy-Parrot	28
Myiopsitta monachus_Monk Parakeet	28
Parabuteo unicinctus_Harris's Hawk	28
Ptilinopus superbus_Superb Fruit-Dove	28
Pyrocephalus rubinus_Vermilion Flycatcher	28
Rhipidura rufifrons_Rufous Fantail	28
Rynchops niger_Black Skimmer	28
