species	cell_hits
Phylloscopus plumbeitarsus_Two-barred Warbler	190
Streptopelia senegalensis_Laughing Dove	190
Tichodroma muraria_Wallcreeper	190
Limnodromus scolopaceus_Long-billed Dowitcher	189
Anthus petrosus_Rock Pipit	188
Numenius minutus_Little Curlew	188
Aix galericulata_Mandarin Duck	187
Delichon dasypus_Asian House-Martin	187
Morus bassanus_Northern Gannet	187
Phoenicopterus roseus_Greater Flamingo	187
Larus cachinnans_Caspian Gull	186
Ficedula albicollis_Collared Flycatcher	183
Tyto alba_Barn Owl	183
Emberiza elegans_Yellow-throated Bunting	181
Tringa incana_Wandering Tattler	181
Lanius isabellinus_Isabelline Shrike	180
Picus viridis_Eurasian Green Woodpecker	180
Accipiter badius_Shikra	179
Phylloscopus humei_Hume's Warbler	179
Bombycilla japonica_Japanese Waxwing	178
Dendrocoptes medius_Middle Spotted Woodpecker	178
Emberiza bruniceps_Red-headed Bunting	178
Gallinago megala_Swinhoe's Snipe	178
Regulus ignicapilla_Common Firecrest	177
Grus japonensis_Red-crowned Crane	176
Grus monacha_Hooded Crane	176
Tetrax tetrax_Little Bustard	176
Emberiza melanocephala_Black-headed Bunting	174
Ardea intermedia_Intermediate Egret	173
Gyps fulvus_Eurasian Griffon	172
Ardenna tenuirostris_Short-tailed Shearwater	171
Clanga pomarina_Lesser Spotted Eagle	169
Limnodromus semipalmatus_Asian Dowitcher	169
Arundinax aedon_Thick-billed Warbler	168
Lanius phoenicuroides_Red-tailed Shrike	168
Locustella davidi_Baikal Bush Warbler	167
Parus minor_Japanese Tit	167
Carpodacus rubicilla_Great Rosefinch	166
Emberiza chrysophrys_Yellow-browed Bunting	166
Vanellus cinereus_Gray-headed Lapwing	166
Oenanthe melanoleuca_Eastern Black-eared Wheatear	165
Corvus macrorhynchos_Large-billed Crow	164
Ixobrychus eurhythmus_Schrenck's Bittern	164
Iduna rama_Sykes's Warbler	163
Cisticola juncidis_Zitting Cisticola	162
Passer cinnamomeus_Russet Sparrow	162
Ixobrychus sinensis_Yellow Bittern	161
Lanius schach_Long-tailed Shrike	161
Passer hispaniolensis_Spanish Sparrow	161
Spodiopsar cineraceus_White-cheeked Starling	161
Cuculus poliocephalus_Lesser Cuckoo	160
Montifringilla nivalis_White-winged Snowfinch	160
Certhia brachydactyla_Short-toed Treecreeper	158
Coturnix japonica_Japanese Quail	158
Gavia pacifica_Pacific Loon	157
Larus glaucescens_Glaucous-winged Gull	157
