species	cell_hits
Glareola pratincola_Collared Pratincole	140
Merops pusillus_Little Bee-eater	140
Prionops plumatus_White Helmetshrike	139
Pycnonotus barbatus_Common Bulbul	138
Chloropicus fuscescens_Cardinal Woodpecker	137
Coturnix delegorguei_Harlequin Quail	137
Larus fuscus_Lesser Black-backed Gull	137
Malaconotus blanchoti_Gray-headed Bushshrike	137
Oenanthe oenanthe_Northern Wheatear	137
Stercorarius parasiticus_Parasitic Jaeger	137
Sternula albifrons_Little Tern	137
Cecropis semirufa_Rufous-chested Swallow	136
Columba livia_Rock Pigeon	135
Hippolais icterina_Icterine Warbler	135
Mirafra rufocinnamomea_Flappet Lark	135
Kaupifalco monogrammicus_Lizard Buzzard	134
Oriolus auratus_African Golden Oriole	134
Tringa ochropus_Green Sandpiper	134
Acrocephalus scirpaceus_Eurasian Reed Warbler	133
Crithagra mozambica_Yellow-fronted Canary	133
Eremomela icteropygialis_Yellow-bellied Eremomela	133
Halcyon senegalensis_Woodland Kingfisher	133
Ortygospiza atricollis_Quailfinch	133
Stercorarius pomarinus_Pomarine Jaeger	133
Cisticola aridulus_Desert Cisticola	130
Merops hirundineus_Swallow-tailed Bee-eater	130
Pernis apivorus_European Honey-buzzard	130
Spermestes cucullata_Bronze Mannikin	130
Haematopus ostralegus_Eurasian Oystercatcher	129
Telophorus sulfureopectus_Sulphur-breasted Bushshrike	129
Vanellus senegallus_Wattled Lapwing	128
Lamprotornis chalybaeus_Greater Blue-eared Starling	127
Apalis flavida_Yellow-breasted Apalis	126
Caprimulgus tristigma_Freckled Nightjar	125
Cecropis daurica_Red-rumped Swallow	125
Lanius collurio_Red-backed Shrike	125
Lanius minor_Lesser Gray Shrike	125
Treron calvus_African Green-Pigeon	125
Calidris canutus_Red Knot	124
Eupodotis senegalensis_White-bellied Bustard	124
Cisticola natalensis_Croaking Cisticola	123
Clanga pomarina_Lesser Spotted Eagle	123
Motacilla alba_White Wagtail	123
Gallinago media_Great Snipe	122
Limosa limosa_Black-tailed Godwit	122
Mirafra africana_Rufous-naped Lark	122
Pogoniulus chrysoconus_Yellow-fronted Tinkerbird	122
Tringa totanus_Common Redshank	122
Uraeginthus bengalus_Red-cheeked Cordonbleu	122
Vanellus spinosus_Spur-winged Lapwing	122
Calidris temminckii_Temminck's Stint	121
Streptopelia decipiens_Mourning Collared-Dove	121
Accipiter melanoleucus_Black Goshawk	120
Apaloderma narina_Narina Trogon	120
Buphagus africanus_Yellow-billed Oxpecker	120
Campethera abingoni_Golden-tailed Woodpecker	120
Saxicola rubetra_Whinchat	120
Charadrius alexandrinus_Kentish Plover	119
Cinnyris venustus_Variable Sunbird	119
Falco tinnunculus_Eurasian Kestrel	119
Merops albicollis_White-throated Bee-eater	119
Anthus similis_Long-billed Pipit	118
Centropus senegalensis_Senegal Coucal	118
Cinnyris cupreus_Copper Sunbird	118
Falco vespertinus_Red-footed Falcon	118
Porzana porzana_Spotted Crake	118
Cisticola cantans_Singing Cisticola	117
Fraseria plumbea_Gray Tit-Flycatcher	117
Hedydipna collaris_Collared Sunbird	117
Phoenicurus phoenicurus_Common Redstart	117
Xenus cinereus_Terek Sandpiper	117
Charadrius dubius_Little Ringed Plover	116
Chlidonias niger_Black Tern	116
Gallinago gallinago_Common Snipe	116
Stephanoaetus coronatus_Crowned Eagle	116
Dryoscopus gambensis_Northern Puffback	115
Euplectes hordeaceus_Black-winged Bishop	115
Sterna paradisaea_Arctic Tern	115
Thamnolaea cinnamomeiventris_Mocking Cliff-Chat	115
Anthus cervinus_Red-throated Pipit	114
Passer griseus_Northern Gray-headed Sparrow	114
Turtur afer_Blue-spotted Wood-Dove	114
Anthus cinnamomeus_African Pipit	113
Cisticola erythrops_Red-faced Cisticola	113
Fraseria caerulescens_Ashy Flycatcher	113
Lagonosticta rhodopareia_Jameson's Firefinch	113
Tchagra australis_Brown-crowned Tchagra	113
Cisticola aberrans_Rock-loving Cisticola	112
Cuculus solitarius_Red-chested Cuckoo	112
Iduna pallida_Eastern Olivaceous Warbler	112
Spatula querquedula_Garganey	112
Chloropicus goertae_African Gray Woodpecker	111
Cisticola brachypterus_Siffling Cisticola	111
Coracina pectoralis_White-breasted Cuckooshrike	111
Psittacula krameri_Rose-ringed Parakeet	111
Strix woodfordii_African Wood-Owl	111
Euplectes ardens_Red-collared Widowbird	110
Luscinia megarhynchos_Common Nightingale	110
Melocichla mentalis_Moustached Grass-Warbler	110
Creatophora cinerea_Wattled Starling	109
Macronyx croceus_Yellow-throated Longclaw	109
Tringa erythropus_Spotted Redshank	108
Zosterops senegalensis_Northern Yellow White-eye	108
Emberiza tahapisi_Cinnamon-breasted Bunting	107
Lanius senator_Woodchat Shrike	107
Turtur tympanistria_Tambourine Dove	107
Acrocephalus gracilirostris_Lesser Swamp Warbler	106
Cercotrichas galactotes_Rufous-tailed Scrub-Robin	106
Chroicocephalus ridibundus_Black-headed Gull	106
Cossypha niveicapilla_Snowy-crowned Robin-Chat	106
Fulica cristata_Red-knobbed Coot	106
Anas acuta_Northern Pintail	105
Burhinus vermiculatus_Water Thick-knee	105
Cisticola marginatus_Winding Cisticola	105
Turdus pelios_African Thrush	105
Chrysococcyx cupreus_African Emerald Cuckoo	104
Euodice cantans_African Silverbill	104
Sterna dougallii_Roseate Tern	104
Sylvietta brachyura_Northern Crombec	104
Amblyospiza albifrons_Grosbeak Weaver	103
Lanius humeralis_Northern Fiscal	103
Egretta gularis_Western Reef-Heron	102
Larus dominicanus_Kelp Gull	102
Chloropicus namaquus_Bearded Woodpecker	101
Cyanomitra olivacea_Olive Sunbird	101
Guttera pucherani_Crested Guineafowl	101
Lamprotornis chloropterus_Lesser Blue-eared Starling	101
Phylloscopus collybita_Common Chiffchaff	101
Ploceus nigricollis_Black-necked Weaver	101
Streptopelia capicola_Ring-necked Dove	101
Aquila nipalensis_Steppe Eagle	100
Columba larvata_Lemon Dove	100
Lagonosticta rubricata_African Firefinch	100
Melaenornis edolioides_Northern Black-Flycatcher	100
