species	cell_hits
Sphyrapicus ruber_Red-breasted Sapsucker	47
Vireo griseus_White-eyed Vireo	47
Anser canagicus_Emperor Goose	46
Aphelocoma californica_California Scrub-Jay	46
Buteo brachyurus_Short-tailed Hawk	46
Chasiempis sandwichensis_Hawaii Elepaio	46
Coturnicops noveboracensis_Yellow Rail	46
Geotrygon montana_Ruddy Quail-Dove	46
Herpetotheres cachinnans_Laughing Falcon	46
Lophura leucomelanos_Kalij Pheasant	46
Myiopsitta monachus_Monk Parakeet	46
Progne chalybea_Gray-breasted Martin	46
Setophaga pinus_Pine Warbler	46
Buteo solitarius_Hawaiian Hawk	45
Ciccaba virgata_Mottled Owl	45
Cistothorus stellaris_Sedge Wren	45
Geococcyx californianus_Greater Roadrunner	45
Himatione sanguinea_Apapane	45
Megarynchus pitangua_Boat-billed Flycatcher	45
Myiozetetes similis_Social Flycatcher	45
Paroaria capitata_Yellow-billed Cardinal	45
Setophaga citrina_Hooded Warbler	45
Streptoprocne zonaris_White-collared Swift	45
Crotophaga sulcirostris_Groove-billed Ani	44
Mimus gilvus_Tropical Mockingbird	44
Phoenicopterus ruber_American Flamingo	44
Rostrhamus sociabilis_Snail Kite	44
Rupornis magnirostris_Roadside Hawk	44
Setophaga pitiayumi_Tropical Parula	44
Chlorodrepanis virens_Hawaii Amakihi	43
Geranospiza caerulescens_Crane Hawk	43
Micrastur semitorquatus_Collared Forest-Falcon	43
Myadestes obscurus_Omao	43
Onychoprion anaethetus_Bridled Tern	43
Piranga flava_Hepatic Tanager	43
Scolopax minor_American Woodcock	43
Setophaga discolor_Prairie Warbler	43
Vireo altiloquus_Black-whiskered Vireo	43
Antrostomus carolinensis_Chuck-will's-widow	42
Attila spadiceus_Bright-rumped Attila	42
Columbina inca_Inca Dove	42
Euodice cantans_African Silverbill	42
Falco rufigularis_Bat Falcon	42
Jacana spinosa_Northern Jacana	42
Melozone crissalis_California Towhee	42
Molothrus aeneus_Bronzed Cowbird	42
Psittacula krameri_Rose-ringed Parakeet	42
Pternistis erckelii_Erckel's Francolin	42
Tityra semifasciata_Masked Tityra	42
Charadrius collaris_Collared Plover	41
Chondrohierax uncinatus_Hook-billed Kite	41
Helmitheros vermivorum_Worm-eating Warbler	41
Ictinia mississippiensis_Mississippi Kite	41
Tyrannus dominicensis_Gray Kingbird	41
Calamospiza melanocorys_Lark Bunting	40
Chroicocephalus ridibundus_Black-headed Gull	40
Cyanerpes cyaneus_Red-legged Honeycreeper	40
Empidonax virescens_Acadian Flycatcher	40
Loxops mana_Hawaii Creeper	40
Phainopepla nitens_Phainopepla	40
Vireo flavoviridis_Yellow-green Vireo	40
Amphispiza bilineata_Black-throated Sparrow	39
Buteogallus urubitinga_Great Black Hawk	39
Campylorhynchus brunneicapillus_Cactus Wren	39
Cochlearius cochlearius_Boat-billed Heron	39
Loxops coccineus_Hawaii Akepa	39
Morus bassanus_Northern Gannet	39
Myiodynastes luteiventris_Sulphur-bellied Flycatcher	39
Phylloscopus borealis_Arctic Warbler	39
Sterna dougallii_Roseate Tern	39
Anas wyvilliana_Hawaiian Duck	38
Charadrius melodus_Piping Plover	38
Chloroceryle amazona_Amazon Kingfisher	38
Hemignathus wilsoni_Akiapolaau	38
Micrathene whitneyi_Elf Owl	38
Myiopagis viridicata_Greenish Elaenia	38
Numenius tahitiensis_Bristle-thighed Curlew	38
Ortygornis pondicerianus_Gray Francolin	38
Sittasomus griseicapillus_Olivaceous Woodcreeper	38
Thryothorus ludovicianus_Carolina Wren	38
