Vanellus chilensis_Southern Lapwing
Orthopsittaca manilatus_Red-bellied Macaw
Celeus flavescens_Blond-crested Woodpecker
Alipiopsitta xanthops_Yellow-faced Parrot
Rhopospina caerulescens_Blue Finch
Amaurospiza moesta_Blackish-blue Seedeater
Tyrannopsis sulphurea_Sulphury Flycatcher
Brachygalba lugubris_Brown Jacamar
Hydropsalis maculicaudus_Spot-tailed Nightjar
Cypsnagra hirundinacea_White-rumped Tanager
Nyctibius aethereus_Long-tailed Potoo
Aegolius harrisii_Buff-fronted Owl
Cranioleuca vulpina_Rusty-backed Spinetail
Dryobates mixtus_Checkered Woodpecker
Eurypyga helias_Sunbittern
Lurocalis semitorquatus_Short-tailed Nighthawk
Micropygia schomburgkii_Ocellated Crake
Coryphospingus cucullatus_Red-crested Finch
Coccycua minuta_Little Cuckoo
Pluvialis dominica_American Golden-Plover
Berlepschia rikeri_Point-tailed Palmcreeper
Bartramia longicauda_Upland Sandpiper
Calidris fuscicollis_White-rumped Sandpiper
Hylophilus pectoralis_Ashy-headed Greenlet
Monasa nigrifrons_Black-fronted Nunbird
Herpsilochmus longirostris_Large-billed Antwren
Momotus momota_Amazonian Motmot
Rynchops niger_Black Skimmer
Chaetura cinereiventris_Gray-rumped Swift
Chamaeza campanisona_Short-tailed Antthrush
Dendrocygna bicolor_Fulvous Whistling-Duck
Buteo swainsoni_Swainson's Hawk
Charadrius semipalmatus_Semipalmated Plover
Thalasseus maximus_Royal Tern
Xiphorhynchus guttatus_Buff-throated Woodcreeper
Calidris alba_Sanderling
Tangara cyanocephala_Red-necked Tanager
Pionus menstruus_Blue-headed Parrot
Fluvicola albiventer_Black-backed Water-Tyrant
Puffinus puffinus_Manx Shearwater
Glyphorynchus spirurus_Wedge-billed Woodcreeper
Anurolimnas viridis_Russet-crowned Crake
Pluvialis squatarola_Black-bellied Plover
Columba livia_Rock Pigeon
Conirostrum bicolor_Bicolored Conebill
Cichlocolaptes leucophrus_Pale-browed Treehunter
Crypturellus variegatus_Variegated Tinamou
Atticora tibialis_White-thighed Swallow
Rallus longirostris_Mangrove Rail
Stilpnia peruviana_Black-backed Tanager
Thalasseus sandvicensis_Sandwich Tern
Notharchus swainsoni_Buff-bellied Puffbird
Touit melanonotus_Brown-backed Parrotlet
Sterna hirundinacea_South American Tern
Tringa semipalmata_Willet
Pseudopipra pipra_White-crowned Manakin
Numenius phaeopus_Whimbrel
Myiarchus tuberculifer_Dusky-capped Flycatcher
Arenaria interpres_Ruddy Turnstone
Calidris canutus_Red Knot
Dendroplex picus_Straight-billed Woodcreeper
Iodopleura pipra_Buff-throated Purpletuft
Nyctanassa violacea_Yellow-crowned Night-Heron
Progne subis_Purple Martin
Nyctibius leucopterus_White-winged Potoo
Carpornis melanocephala_Black-headed Berryeater
Larus dominicanus_Kelp Gull
Tangara mexicana_Turquoise Tanager
Tolmomyias poliocephalus_Gray-crowned Flycatcher
Calidris pusilla_Semipalmated Sandpiper
Ortalis araucuan_East Brazilian Chachalaca
Cichlopsis leucogenys_Rufous-brown Solitaire
Rhynchocyclus olivaceus_Olivaceous Flatbill
Attila spadiceus_Bright-rumped Attila
Chlorestes notata_Blue-chinned Sapphire
Mimus gilvus_Tropical Mockingbird
Loriotus cristatus_Flame-crested Tanager
Calidris minutilla_Least Sandpiper
Pardirallus maculatus_Spotted Rail
Celeus flavus_Cream-colored Woodpecker
Lipaugus vociferans_Screaming Piha
Calonectris diomedea_Cory's Shearwater
Heliomaster longirostris_Long-billed Starthroat
Fregata magnificens_Magnificent Frigatebird
Columbina passerina_Common Ground Dove
Chiroxiphia pareola_Blue-backed Manakin
Porphyrio flavirostris_Azure Gallinule
Mionectes oleagineus_Ochre-bellied Flycatcher
Sterna hirundo_Common Tern
Turdus fumigatus_Cocoa Thrush
Touit surdus_Golden-tailed Parrotlet
Sclerurus caudacutus_Black-tailed Leaftosser
Glaucis dohrnii_Hook-billed Hermit
Myiopagis gaimardii_Forest Elaenia
Triclaria malachitacea_Blue-bellied Parrot
Gelochelidon nilotica_Gull-billed Tern
Ornithion inerme_White-lored Tyrannulet
Ceratopipra rubrocapilla_Red-headed Manakin
Harpia harpyja_Harpy Eagle
Trogon curucui_Blue-crowned Trogon
Charadrius wilsonia_Wilson's Plover
Dryobates affinis_Red-stained Woodpecker
Machaeropterus regulus_Kinglet Manakin
Colibri delphinae_Brown Violetear
Herpsilochmus pileatus_Bahia Antwren
Platyrinchus leucoryphus_Russet-winged Spadebill
Tangara velia_Opal-rumped Tanager
Phaethon aethereus_Red-billed Tropicbird
Spheniscus magellanicus_Magellanic Penguin
Aratinga jandaya_Jandaya Parakeet
Myrmotherula urosticta_Band-tailed Antwren
Celeus torquatus_Ringed Woodpecker
Turdus leucops_Pale-eyed Thrush
Phaethornis malaris_Great-billed Hermit
Falco deiroleucus_Orange-breasted Falcon
Biatas nigropectus_White-bearded Antshrike
Hemitriccus orbitatus_Eye-ringed Tody-Tyrant
Conopophaga cearae_Ceara Gnateater
Merulaxis ater_Slaty Bristlefront
Acrobatornis fonsecai_Pink-legged Graveteiro
Anodorhynchus hyacinthinus_Hyacinth Macaw
Augastes lumachella_Hooded Visorbearer
Herpsilochmus pectoralis_Pectoral Antwren
Formicivora grantsaui_Sincora Antwren
Anodorhynchus leari_Indigo Macaw
Scytalopus diamantinensis_Diamantina Tapaculo
Orthogonys chloricterus_Olive-green Tanager
Chaetura spinicaudus_Band-rumped Swift
Stigmatura napensis_Lesser Wagtail-Tyrant
Pyriglena atra_Fringe-backed Fire-eye
Plegadis chihi_White-faced Ibis
Neopelma aurifrons_Wied's Tyrant-Manakin
Columbina cyanopis_Blue-eyed Ground Dove
Micrastur mintoni_Cryptic Forest-Falcon
Ramphodon naevius_Saw-billed Hermit
Poecilotriccus fumifrons_Smoky-fronted Tody-Flycatcher
Picumnus exilis_Golden-spangled Piculet
