Vanellus chilensis_Southern Lapwing
Ramphastos dicolorus_Red-breasted Toucan
Phaethornis ruber_Reddish Hermit
Colaptes melanochloros_Green-barred Woodpecker
Thamnophilus ruficapillus_Rufous-capped Antshrike
Cairina moschata_Muscovy Duck
Sclerurus scansor_Rufous-breasted Leaftosser
Anhinga anhinga_Anhinga
Chionomesa fimbriata_Glittering-throated Emerald
Melanerpes candidus_White Woodpecker
Chlorophonia cyanea_Blue-naped Chlorophonia
Mackenziaena leachii_Large-tailed Antshrike
Calidris melanotos_Pectoral Sandpiper
Hemitriccus diops_Drab-breasted Pygmy-Tyrant
Syndactyla rufosuperciliata_Buff-browed Foliage-gleaner
Drymophila squamata_Scaled Antbird
Myiozetetes cayanensis_Rusty-margined Flycatcher
Serpophaga nigricans_Sooty Tyrannulet
Drymophila ochropyga_Ochre-rumped Antbird
Nyctidromus albicollis_Common Pauraque
Arremon semitorquatus_Half-collared Sparrow
Saltator maximus_Buff-throated Saltator
Phyllomyias griseocapilla_Gray-capped Tyrannulet
Tachycineta leucorrhoa_White-rumped Swallow
Drymophila genei_Rufous-tailed Antbird
Philydor atricapillus_Black-capped Foliage-gleaner
Sporophila leucoptera_White-bellied Seedeater
Sirystes sibilator_Sibilant Sirystes
Egretta caerulea_Little Blue Heron
Crotophaga major_Greater Ani
Thlypopsis sordida_Orange-headed Tanager
Mesembrinibis cayennensis_Green Ibis
Falco sparverius_American Kestrel
Tangara cyanocephala_Red-necked Tanager
Donacobius atricapilla_Black-capped Donacobius
Aramides cajaneus_Gray-cowled Wood-Rail
Schistochlamys ruficapillus_Cinnamon Tanager
Pipraeidea melanonota_Fawn-breasted Tanager
Falco peregrinus_Peregrine Falcon
Sporophila pileata_Pearly-bellied Seedeater
Contopus cinereus_Tropical Pewee
Amazona amazonica_Orange-winged Parrot
Loriotus cristatus_Flame-crested Tanager
Chamaeza meruloides_Such's Antthrush
Syrigma sibilatrix_Whistling Heron
Falco femoralis_Aplomado Falcon
Chloroceryle amazona_Amazon Kingfisher
Elaenia parvirostris_Small-billed Elaenia
Phylloscartes difficilis_Serra do Mar Tyrannulet
Embernagra platensis_Great Pampa-Finch
Tyto alba_Barn Owl
Malacoptila striata_Crescent-chested Puffbird
Coryphospingus pileatus_Pileated Finch
Myiobius barbatus_Whiskered Flycatcher
Capsiempis flaveola_Yellow Tyrannulet
Pachyramphus marginatus_Black-capped Becard
Ixobrychus involucris_Stripe-backed Bittern
Porphyrio martinica_Purple Gallinule
Spizaetus tyrannus_Black Hawk-Eagle
Xiphocolaptes albicollis_White-throated Woodcreeper
Myrmotherula axillaris_White-flanked Antwren
Jabiru mycteria_Jabiru
Mackenziaena severa_Tufted Antshrike
Formicarius colma_Rufous-capped Antthrush
Harpagus diodon_Rufous-thighed Kite
Grallaria varia_Variegated Antpitta
Asemospiza fuliginosa_Sooty Grassquit
Corythopis delalandi_Southern Antpipit
Dendrocolaptes platyrostris_Planalto Woodcreeper
Eupsittula aurea_Peach-fronted Parakeet
Laterallus melanophaius_Rufous-sided Crake
Piculus flavigula_Yellow-throated Woodpecker
Pteroglossus bailloni_Saffron Toucanet
Systellura longirostris_Band-winged Nightjar
Megascops choliba_Tropical Screech-Owl
Herpetotheres cachinnans_Laughing Falcon
Anabacerthia amaurotis_White-browed Foliage-gleaner
Melanerpes flavifrons_Yellow-fronted Woodpecker
Geotrygon montana_Ruddy Quail-Dove
Myiarchus tyrannulus_Brown-crested Flycatcher
Oxyruncus cristatus_Sharpbill
Carpornis cucullata_Hooded Berryeater
Microspingus lateralis_Buff-throated Warbling Finch
Leistes superciliaris_White-browed Meadowlark
Ramphotrigon megacephalum_Large-headed Flatbill
Colibri serrirostris_White-vented Violetear
Anthracothorax nigricollis_Black-throated Mango
Molothrus oryzivorus_Giant Cowbird
Haplospiza unicolor_Uniform Finch
Myrmoderus loricatus_White-bibbed Antbird
Orthogonys chloricterus_Olive-green Tanager
Nystalus chacuru_White-eared Puffbird
Piprites chloris_Wing-barred Piprites
Emberizoides herbicola_Wedge-tailed Grass-Finch
Nyctibius griseus_Common Potoo
Arundinicola leucocephala_White-headed Marsh Tyrant
Falco rufigularis_Bat Falcon
Xenops minutus_Plain Xenops
Hemithraupis flavicollis_Yellow-backed Tanager
Anthus lutescens_Yellowish Pipit
Aramus guarauna_Limpkin
Micrastur ruficollis_Barred Forest-Falcon
Muscipipra vetula_Shear-tailed Gray Tyrant
Odontophorus capueira_Spot-winged Wood-Quail
Rostrhamus sociabilis_Snail Kite
Dryocopus lineatus_Lineated Woodpecker
Nyctiphrynus ocellatus_Ocellated Poorwill
Rhytipterna simplex_Grayish Mourner
Buteo brachyurus_Short-tailed Hawk
Hemitriccus orbitatus_Eye-ringed Tody-Tyrant
Myiopagis caniceps_Gray Elaenia
Myiobius atricaudus_Black-tailed Flycatcher
Hypoedaleus guttatus_Spot-backed Antshrike
Icterus jamacaii_Campo Troupial
Heliobletus contaminatus_Sharp-billed Treehunter
Crypturellus tataupa_Tataupa Tinamou
Sporophila angolensis_Chestnut-bellied Seed-Finch
Streptoprocne biscutata_Biscutate Swift
Phacellodomus erythrophthalmus_Orange-eyed Thornbird
Turdus subalaris_Blacksmith Thrush
Penelope superciliaris_Rusty-margined Guan
Eleoscytalopus indigoticus_White-breasted Tapaculo
Pluvialis dominica_American Golden-Plover
Heliothryx auritus_Black-eared Fairy
Pionopsitta pileata_Pileated Parrot
Ramphocaenus melanurus_Long-billed Gnatwren
Phyllomyias burmeisteri_Rough-legged Tyrannulet
Mustelirallus albicollis_Ash-throated Crake
Charadrius semipalmatus_Semipalmated Plover
Phaethornis squalidus_Dusky-throated Hermit
Pachyramphus viridis_Green-backed Becard
Chlorestes cyanus_White-chinned Sapphire
Accipiter superciliosus_Tiny Hawk
Cyanerpes cyaneus_Red-legged Honeycreeper
Leptodon cayanensis_Gray-headed Kite
Nemosia pileata_Hooded Tanager
Micrastur semitorquatus_Collared Forest-Falcon
Galbula ruficauda_Rufous-tailed Jacamar
Thlypopsis pyrrhocoma_Chestnut-headed Tanager
Pluvialis squatarola_Black-bellied Plover
Anumbius annumbi_Firewood-gatherer
Psilorhamphus guttatus_Spotted Bamboowren
Agelasticus cyanopus_Unicolored Blackbird
Alopochelidon fucata_Tawny-headed Swallow
Phacellodomus ferrugineigula_Orange-breasted Thornbird
Saltator maxillosus_Thick-billed Saltator
Tyrannus albogularis_White-throated Kingbird
Claravis pretiosa_Blue Ground Dove
Synallaxis frontalis_Sooty-fronted Spinetail
Dendrocygna viduata_White-faced Whistling-Duck
Elaenia mesoleuca_Olivaceous Elaenia
Asthenes moreirae_Itatiaia Spinetail
Lepidocolaptes angustirostris_Narrow-billed Woodcreeper
Formicivora serrana_Serra Antwren
Ixobrychus exilis_Least Bittern
Campephilus robustus_Robust Woodpecker
Chaetura cinereiventris_Gray-rumped Swift
Sporophila frontalis_Buffy-fronted Seedeater
Trogon rufus_Black-throated Trogon
Riparia riparia_Bank Swallow
Molothrus rufoaxillaris_Screaming Cowbird
Elaenia sordida_Small-headed Elaenia
Actitis macularius_Spotted Sandpiper
Dendrocygna autumnalis_Black-bellied Whistling-Duck
Pheugopedius genibarbis_Moustached Wren
Ciccaba virgata_Mottled Owl
Busarellus nigricollis_Black-collared Hawk
Sterna hirundinacea_South American Tern
Theristicus caudatus_Buff-necked Ibis
Pteroglossus aracari_Black-necked Aracari
Synallaxis albescens_Pale-breasted Spinetail
Sicalis luteola_Grassland Yellow-Finch
Campylorhamphus falcularius_Black-billed Scythebill
Glaucis hirsutus_Rufous-breasted Hermit
Lipaugus ater_Black-and-gold Cotinga
Glaucidium brasilianum_Ferruginous Pygmy-Owl
Pulsatrix koeniswaldiana_Tawny-browed Owl
Tigrisoma lineatum_Rufescent Tiger-Heron
Parabuteo leucorrhous_White-rumped Hawk
Phyllomyias virescens_Greenish Tyrannulet
Circus buffoni_Long-winged Harrier
Megascops atricapilla_Black-capped Screech-Owl
Taraba major_Great Antshrike
Euphonia xanthogaster_Orange-bellied Euphonia
Amazona farinosa_Mealy Parrot
Anabacerthia lichtensteini_Ochre-breasted Foliage-gleaner
Schistochlamys melanopis_Black-faced Tanager
Accipiter bicolor_Bicolored Hawk
Charadrius collaris_Collared Plover
Cnemotriccus fuscatus_Fuscous Flycatcher
Anthus hellmayri_Hellmayr's Pipit
Tityra cayana_Black-tailed Tityra
Phaeomyias murina_Mouse-colored Tyrannulet
Merulaxis ater_Slaty Bristlefront
Pandion haliaetus_Osprey
Laterallus leucopyrrhus_Red-and-white Crake
Spizaetus melanoleucus_Black-and-white Hawk-Eagle
Orchesticus abeillei_Brown Tanager
Strix hylophila_Rusty-barred Owl
Sporophila collaris_Rusty-collared Seedeater
Columbina minuta_Plain-breasted Ground Dove
Chloroceryle americana_Green Kingfisher
Asio clamator_Striped Owl
Icterus pyrrhopterus_Variable Oriole
Columbina squammata_Scaled Dove
Cochlearius cochlearius_Boat-billed Heron
Piranga flava_Hepatic Tanager
Elaenia spectabilis_Large Elaenia
Sporophila falcirostris_Temminck's Seedeater
Parabuteo unicinctus_Harris's Hawk
Ciccaba huhula_Black-banded Owl
Sternula superciliaris_Yellow-billed Tern
Pseudocolopteryx sclateri_Crested Doradito
Geranoaetus melanoleucus_Black-chested Buzzard-Eagle
Nengetus cinereus_Gray Monjita
Hylophilus amaurocephalus_Gray-eyed Greenlet
Calidris alba_Sanderling
Crypturellus parvirostris_Small-billed Tinamou
Phylloscartes oustaleti_Oustalet's Tyrannulet
Pyroderus scutatus_Red-ruffed Fruitcrow
Chordeiles nacunda_Nacunda Nighthawk
Nonnula rubecula_Rusty-breasted Nunlet
Lipaugus lanioides_Cinnamon-vented Piha
Tityra inquisitor_Black-crowned Tityra
Paroaria dominicana_Red-cowled Cardinal
Cichlocolaptes leucophrus_Pale-browed Treehunter
Spizaetus ornatus_Ornate Hawk-Eagle
Tolmomyias flaviventris_Yellow-breasted Flycatcher
Coccyzus melacoryphus_Dark-billed Cuckoo
Amazona vinacea_Vinaceous-breasted Parrot
Tinamus solitarius_Solitary Tinamou
Podilymbus podiceps_Pied-billed Grebe
Donacospiza albifrons_Long-tailed Reed Finch
Geranospiza caerulescens_Crane Hawk
Elanus leucurus_White-tailed Kite
Phaetusa simplex_Large-billed Tern
Euphonia chalybea_Green-throated Euphonia
Pyrocephalus rubinus_Vermilion Flycatcher
Atticora tibialis_White-thighed Swallow
Biatas nigropectus_White-bearded Antshrike
Columbina picui_Picui Ground Dove
Tachybaptus dominicus_Least Grebe
Myiothlypis rivularis_Riverbank Warbler
Chlorophonia cyanocephala_Golden-rumped Euphonia
Cyanoloxia brissonii_Ultramarine Grosbeak
Stilpnia peruviana_Black-backed Tanager
Phimosus infuscatus_Bare-faced Ibis
Antrostomus rufus_Rufous Nightjar
Pitangus lictor_Lesser Kiskadee
Platyrinchus leucoryphus_Russet-winged Spadebill
Accipiter striatus_Sharp-shinned Hawk
Sporophila plumbea_Plumbeous Seedeater
Thalasseus sandvicensis_Sandwich Tern
Gallinago paraguaiae_Paraguayan Snipe
Amazona rhodocorytha_Red-browed Parrot
Myrmotherula minor_Salvadori's Antwren
Hirundo rustica_Barn Swallow
Caryothraustes canadensis_Yellow-green Grosbeak
Rynchops niger_Black Skimmer
Chondrohierax uncinatus_Hook-billed Kite
Buteo nitidus_Gray-lined Hawk
Hydropsalis torquata_Scissor-tailed Nightjar
Conirostrum bicolor_Bicolored Conebill
Diopsittaca nobilis_Red-shouldered Macaw
Coccyzus americanus_Yellow-billed Cuckoo
Coccyzus euleri_Pearly-breasted Cuckoo
Triclaria malachitacea_Blue-bellied Parrot
Setopagis parvula_Little Nightjar
Chordeiles minor_Common Nighthawk
Elaenia albiceps_White-crested Elaenia
Petrochelidon pyrrhonota_Cliff Swallow
Pyrrhura leucotis_Maroon-faced Parakeet
Chordeiles acutipennis_Lesser Nighthawk
Arenaria interpres_Ruddy Turnstone
Rallus longirostris_Mangrove Rail
Crypturellus noctivagus_Yellow-legged Tinamou
Crypturellus soui_Little Tinamou
Tachycineta albiventer_White-winged Swallow
Cercomacra brasiliana_Rio de Janeiro Antbird
Neopelma chrysolophum_Serra do Mar Tyrant-Manakin
Touit melanonotus_Brown-backed Parrotlet
Asio flammeus_Short-eared Owl
Laterallus exilis_Gray-breasted Crake
Drymophila malura_Dusky-tailed Antbird
Euscarthmus meloryphus_Rufous-crowned Pygmy-Tyrant
Hylocharis sapphirina_Rufous-throated Sapphire
Asio stygius_Stygian Owl
Tringa solitaria_Solitary Sandpiper
Sporophila bouvreuil_Copper Seedeater
Chamaeza ruficauda_Rufous-tailed Antthrush
Plegadis chihi_White-faced Ibis
Glaucidium minutissimum_Least Pygmy-Owl
Polytmus guainumbi_White-tailed Goldenthroat
Mimus gilvus_Tropical Mockingbird
Pyrrhura cruentata_Ochre-marked Parakeet
Chamaeza campanisona_Short-tailed Antthrush
Drymophila rubricollis_Bertoni's Antbird
Anhima cornuta_Horned Screamer
Neopelma aurifrons_Wied's Tyrant-Manakin
Patagioenas speciosa_Scaled Pigeon
Nyctanassa violacea_Yellow-crowned Night-Heron
Harpagus bidentatus_Double-toothed Kite
Anurolimnas viridis_Russet-crowned Crake
Iodopleura pipra_Buff-throated Purpletuft
Gallinago undulata_Giant Snipe
Mycteria americana_Wood Stork
Buteo albonotatus_Zone-tailed Hawk
Dysithamnus xanthopterus_Rufous-backed Antvireo
Schiffornis turdina_Brown-winged Schiffornis
Thamnophilus doliatus_Barred Antshrike
Falco deiroleucus_Orange-breasted Falcon
Elaenia cristata_Plain-crested Elaenia
Campylorhynchus turdinus_Thrush-like Wren
Ramphocelus carbo_Silver-beaked Tanager
Dendrocygna bicolor_Fulvous Whistling-Duck
Bubo virginianus_Great Horned Owl
Conopias trivirgatus_Three-striped Flycatcher
Nyctibius grandis_Great Potoo
Gelochelidon nilotica_Gull-billed Tern
Nyctibius aethereus_Long-tailed Potoo
Thalasseus maximus_Royal Tern
Notharchus swainsoni_Buff-bellied Puffbird
Jacamaralcyon tridactyla_Three-toed Jacamar
Amazona aestiva_Turquoise-fronted Parrot
Pseudopipra pipra_White-crowned Manakin
Mionectes oleagineus_Ochre-bellied Flycatcher
Chelidoptera tenebrosa_Swallow-winged Puffbird
Saltatricula atricollis_Black-throated Saltator
Cacicus cela_Yellow-rumped Cacique
Touit surdus_Golden-tailed Parrotlet
Fluvicola albiventer_Black-backed Water-Tyrant
Sicalis citrina_Stripe-tailed Yellow-Finch
Myiopagis viridicata_Greenish Elaenia
Haematopus palliatus_American Oystercatcher
Rhynchotus rufescens_Red-winged Tinamou
Elaenia chiriquensis_Lesser Elaenia
Neothraupis fasciata_White-banded Tanager
Tangara mexicana_Turquoise Tanager
Tolmomyias poliocephalus_Gray-crowned Flycatcher
Dryobates passerinus_Little Woodpecker
Buteogallus urubitinga_Great Black Hawk
Tringa semipalmata_Willet
Myiarchus tuberculifer_Dusky-capped Flycatcher
Campephilus melanoleucos_Crimson-crested Woodpecker
Sporophila hypoxantha_Tawny-bellied Seedeater
Myiothlypis flaveola_Flavescent Warbler
Aratinga auricapillus_Golden-capped Parakeet
Nothura maculosa_Spotted Nothura
Carpornis melanocephala_Black-headed Berryeater
Synallaxis cinerascens_Gray-bellied Spinetail
Amaurolimnas concolor_Uniform Crake
Pardirallus sanguinolentus_Plumbeous Rail
Xolmis irupero_White Monjita
Antilophia galeata_Helmeted Manakin
Cyanocorax chrysops_Plush-crested Jay
Crypturellus variegatus_Variegated Tinamou
Dryobates spilogaster_White-spotted Woodpecker
Arremon taciturnus_Pectoral Sparrow
Thalurania furcata_Fork-tailed Woodnymph
Formicivora grisea_White-fringed Antwren
Numenius phaeopus_Whimbrel
Arremon flavirostris_Saffron-billed Sparrow
Myrmoderus ruficauda_Scalloped Antbird
Herpsilochmus atricapillus_Black-capped Antwren
Sterna hirundo_Common Tern
Myrmotherula unicolor_Unicolored Antwren
Hemitriccus furcatus_Fork-tailed Pygmy-Tyrant
Chrysolampis mosquitus_Ruby-topaz Hummingbird
Cranioleuca vulpina_Rusty-backed Spinetail
Phacellodomus ruber_Greater Thornbird
Ornithion inerme_White-lored Tyrannulet
Porphyriops melanops_Spot-flanked Gallinule
Polioptila dumicola_Masked Gnatcatcher
Ceratopipra rubrocapilla_Red-headed Manakin
Sporophila albogularis_White-throated Seedeater
Cichlopsis leucogenys_Rufous-brown Solitaire
Chroicocephalus cirrocephalus_Gray-hooded Gull
Attila phoenicurus_Rufous-tailed Attila
Xiphorhynchus guttatus_Buff-throated Woodcreeper
Cacicus chrysopterus_Golden-winged Cacique
Pionus menstruus_Blue-headed Parrot
Turdus fumigatus_Cocoa Thrush
Gampsonyx swainsonii_Pearl Kite
Nyctibius leucopterus_White-winged Potoo
Suiriri suiriri_Suiriri Flycatcher
Ortalis araucuan_East Brazilian Chachalaca
Empidonomus aurantioatrocristatus_Crowned Slaty Flycatcher
Amaurospiza moesta_Blackish-blue Seedeater
Pulsatrix perspicillata_Spectacled Owl
Attila spadiceus_Bright-rumped Attila
Dromococcyx pavoninus_Pavonine Cuckoo
Dromococcyx phasianellus_Pheasant Cuckoo
Chlorestes notata_Blue-chinned Sapphire
Cypsnagra hirundinacea_White-rumped Tanager
Cantorchilus leucotis_Buff-breasted Wren
Picumnus albosquamatus_White-wedged Piculet
Cacicus solitarius_Solitary Black Cacique
Saltator coerulescens_Blue-gray Saltator
Schoeniophylax phryganophilus_Chotoy Spinetail
Dendroplex picus_Straight-billed Woodcreeper
Culicivora caudacuta_Sharp-tailed Tyrant
Thalassarche melanophris_Black-browed Albatross
Buteogallus coronatus_Chaco Eagle
Brotogeris chiriri_Yellow-chevroned Parakeet
Campylorhamphus trochilirostris_Red-billed Scythebill
Momotus momota_Amazonian Motmot
Hemithraupis guira_Guira Tanager
Rhynchocyclus olivaceus_Olivaceous Flatbill
Eucometis penicillata_Gray-headed Tanager
Nothura boraquira_White-bellied Nothura
Progne subis_Purple Martin
Calidris canutus_Red Knot
Polystictus superciliaris_Gray-backed Tachuri
Columbina passerina_Common Ground Dove
Rhea americana_Greater Rhea
Tachornis squamata_Fork-tailed Palm-Swift
Thectocercus acuticaudatus_Blue-crowned Parakeet
Formicivora rufa_Rusty-backed Antwren
Bartramia longicauda_Upland Sandpiper
Thamnophilus pelzelni_Planalto Slaty-Antshrike
Cryptopezus nattereri_Speckle-breasted Antpitta
Picumnus temminckii_Ochre-collared Piculet
Glyphorynchus spirurus_Wedge-billed Woodcreeper
Accipiter poliogaster_Gray-bellied Hawk
Dryobates affinis_Red-stained Woodpecker
