Vanellus chilensis_Southern Lapwing
Leptasthenura platensis_Tufted Tit-Spinetail
Fulica armillata_Red-gartered Coot
Chauna torquata_Southern Screamer
Megaceryle torquata_Ringed Kingfisher
Amazonetta brasiliensis_Brazilian Teal
Suiriri suiriri_Suiriri Flycatcher
Elaenia parvirostris_Small-billed Elaenia
Drymornis bridgesii_Scimitar-billed Woodcreeper
Cranioleuca pyrrhophia_Stripe-crowned Spinetail
Phimosus infuscatus_Bare-faced Ibis
Bartramia longicauda_Upland Sandpiper
Anumbius annumbi_Firewood-gatherer
Aramus guarauna_Limpkin
Glaucidium brasilianum_Ferruginous Pygmy-Owl
Geothlypis aequinoctialis_Masked Yellowthroat
Fulica rufifrons_Red-fronted Coot
Nycticorax nycticorax_Black-crowned Night-Heron
Thectocercus acuticaudatus_Blue-crowned Parakeet
Dendrocygna bicolor_Fulvous Whistling-Duck
Calidris melanotos_Pectoral Sandpiper
Cinclodes fuscus_Buff-winged Cinclodes
Alopochelidon fucata_Tawny-headed Swallow
Calidris bairdii_Baird's Sandpiper
Coragyps atratus_Black Vulture
Calidris fuscicollis_White-rumped Sandpiper
Parabuteo unicinctus_Harris's Hawk
Chroicocephalus cirrocephalus_Gray-hooded Gull
Tarphonomus certhioides_Chaco Earthcreeper
Geranoaetus melanoleucus_Black-chested Buzzard-Eagle
Asthenes baeri_Short-billed Canastero
Saltator coerulescens_Blue-gray Saltator
Megascops choliba_Tropical Screech-Owl
Myiophobus fasciatus_Bran-colored Flycatcher
Cygnus melancoryphus_Black-necked Swan
Picumnus cirratus_White-barred Piculet
Petrochelidon pyrrhonota_Cliff Swallow
Icterus pyrrhopterus_Variable Oriole
Nothoprocta cinerascens_Brushland Tinamou
Myiodynastes maculatus_Streaked Flycatcher
Tachuris rubrigastra_Many-colored Rush Tyrant
Porphyriops melanops_Spot-flanked Gallinule
Buteo swainsoni_Swainson's Hawk
Tapera naevia_Striped Cuckoo
Myiarchus swainsoni_Swainson's Flycatcher
Hydropsalis torquata_Scissor-tailed Nightjar
Anthus hellmayri_Hellmayr's Pipit
Melanerpes cactorum_White-fronted Woodpecker
Tringa solitaria_Solitary Sandpiper
Coryphistera alaudina_Lark-like Brushrunner
Circus buffoni_Long-winged Harrier
Falco peregrinus_Peregrine Falcon
Anthus lutescens_Yellowish Pipit
Progne chalybea_Gray-breasted Martin
Chloroceryle americana_Green Kingfisher
Charadrius collaris_Collared Plover
Pluvialis dominica_American Golden-Plover
Columba livia_Rock Pigeon
Certhiaxis cinnamomeus_Yellow-chinned Spinetail
Rhea americana_Greater Rhea
Mycteria americana_Wood Stork
Podiceps occipitalis_Silvery Grebe
Serpophaga nigricans_Sooty Tyrannulet
Elaenia albiceps_White-crested Elaenia
Pygochelidon cyanoleuca_Blue-and-white Swallow
Stigmatura budytoides_Greater Wagtail-Tyrant
Paroaria capitata_Yellow-billed Cardinal
Anthus correndera_Correndera Pipit
Asthenes pyrrholeuca_Sharp-billed Canastero
Riparia riparia_Bank Swallow
Gallinago paraguaiae_Paraguayan Snipe
Phacellodomus sibilatrix_Little Thornbird
Geranoaetus albicaudatus_White-tailed Hawk
Hylocharis chrysura_Gilded Hummingbird
Sublegatus modestus_Southern Scrub-Flycatcher
Limosa haemastica_Hudsonian Godwit
Melanerpes candidus_White Woodpecker
Pachyramphus polychopterus_White-winged Becard
Thamnophilus caerulescens_Variable Antshrike
Cistothorus platensis_Grass Wren
Setopagis parvula_Little Nightjar
Setophaga pitiayumi_Tropical Parula
Piranga flava_Hepatic Tanager
Fluvicola albiventer_Black-backed Water-Tyrant
Bubo virginianus_Great Horned Owl
Calidris himantopus_Stilt Sandpiper
Sterna trudeaui_Snowy-crowned Tern
Cyanoloxia brissonii_Ultramarine Grosbeak
Euscarthmus meloryphus_Rufous-crowned Pygmy-Tyrant
Camptostoma obsoletum_Southern Beardless-Tyrannulet
Tigrisoma lineatum_Rufescent Tiger-Heron
Asio flammeus_Short-eared Owl
Vireo chivi_Chivi Vireo
Anairetes flavirostris_Yellow-billed Tit-Tyrant
Saltatricula multicolor_Many-colored Chaco Finch
Asio clamator_Striped Owl
Systellura longirostris_Band-winged Nightjar
Chloroceryle amazona_Amazon Kingfisher
Coccycua cinerea_Ash-colored Cuckoo
Coryphospingus cucullatus_Red-crested Finch
Rhynchotus rufescens_Red-winged Tinamou
Ixobrychus involucris_Stripe-backed Bittern
Microspingus torquatus_Ringed Warbling Finch
Tachycineta leucopyga_Chilean Swallow
Anthus furcatus_Short-billed Pipit
Sporophila ruficollis_Dark-throated Seedeater
Knipolegus aterrimus_White-winged Black-Tyrant
Pseudoleistes virescens_Brown-and-yellow Marshbird
Chordeiles nacunda_Nacunda Nighthawk
Agelasticus cyanopus_Unicolored Blackbird
Rhinocrypta lanceolata_Crested Gallito
Accipiter striatus_Sharp-shinned Hawk
Spiziapteryx circumcincta_Spot-winged Falconet
Aramides cajaneus_Gray-cowled Wood-Rail
Pardirallus maculatus_Spotted Rail
Thraupis sayaca_Sayaca Tanager
Mareca sibilatrix_Chiloe Wigeon
Cathartes aura_Turkey Vulture
Mimus patagonicus_Patagonian Mockingbird
Rhynchospiza strigiceps_Chaco Sparrow
Polystictus pectoralis_Bearded Tachuri
Volatinia jacarina_Blue-black Grassquit
Eudromia elegans_Elegant Crested-Tinamou
Donacospiza albifrons_Long-tailed Reed Finch
Geranoaetus polyosoma_Variable Hawk
Spartonoica maluroides_Bay-capped Wren-Spinetail
Cacicus solitarius_Solitary Black Cacique
Serpophaga munda_White-bellied Tyrannulet
Rynchops niger_Black Skimmer
Laterallus melanophaius_Rufous-sided Crake
Charadrius falklandicus_Two-banded Plover
Oreopholus ruficollis_Tawny-throated Dotterel
Hemitriccus margaritaceiventer_Pearly-vented Tody-Tyrant
Xenopsaris albinucha_White-naped Xenopsaris
Geositta cunicularia_Common Miner
Cyanoliseus patagonus_Burrowing Parakeet
Phaetusa simplex_Large-billed Tern
Pseudocolopteryx flaviventris_Warbling Doradito
Phacellodomus ruber_Greater Thornbird
Elaenia spectabilis_Large Elaenia
Poospiza nigrorufa_Black-and-rufous Warbling Finch
Calidris subruficollis_Buff-breasted Sandpiper
Hirundinea ferruginea_Cliff Flycatcher
Turdus chiguanco_Chiguanco Thrush
Actitis macularius_Spotted Sandpiper
Theristicus melanopis_Black-faced Ibis
Anhinga anhinga_Anhinga
Lathrotriccus euleri_Euler's Flycatcher
Sporophila hypoxantha_Tawny-bellied Seedeater
Campephilus leucopogon_Cream-backed Woodpecker
Buteogallus meridionalis_Savanna Hawk
Pseudocolopteryx sclateri_Crested Doradito
Porphyrio martinica_Purple Gallinule
Charadrius semipalmatus_Semipalmated Plover
Melanopareia maximiliani_Olive-crowned Crescentchest
Gelochelidon nilotica_Gull-billed Tern
Sporophila collaris_Rusty-collared Seedeater
Tachybaptus dominicus_Least Grebe
Thamnophilus ruficapillus_Rufous-capped Antshrike
Diuca diuca_Diuca Finch
Crypturellus tataupa_Tataupa Tinamou
Stelgidopteryx ruficollis_Southern Rough-winged Swallow
Sternula superciliaris_Yellow-billed Tern
Euphonia chlorotica_Purple-throated Euphonia
Leistes loyca_Long-tailed Meadowlark
Myiarchus tyrannulus_Brown-crested Flycatcher
Leptasthenura aegithaloides_Plain-mantled Tit-Spinetail
Amblyramphus holosericeus_Scarlet-headed Blackbird
Upucerthia dumetaria_Scale-throated Earthcreeper
Cariama cristata_Red-legged Seriema
Nyctibius griseus_Common Potoo
Calidris canutus_Red Knot
Calidris alba_Sanderling
Basileuterus culicivorus_Golden-crowned Warbler
Charadrius modestus_Rufous-chested Dotterel
Ortalis canicollis_Chaco Chachalaca
Pachyramphus viridis_Green-backed Becard
Accipiter bicolor_Bicolored Hawk
Pachyramphus validus_Crested Becard
Buteogallus coronatus_Chaco Eagle
Buteogallus urubitinga_Great Black Hawk
Crotophaga ani_Smooth-billed Ani
Myioborus brunniceps_Brown-capped Redstart
Nystalus maculatus_Spot-backed Puffbird
Jabiru mycteria_Jabiru
Theristicus caudatus_Buff-necked Ibis
Nengetus cinereus_Gray Monjita
Empidonomus varius_Variegated Flycatcher
Campylorhamphus trochilirostris_Red-billed Scythebill
Dendrocygna autumnalis_Black-bellied Whistling-Duck
Anairetes parulus_Tufted Tit-Tyrant
Aramides ypecaha_Giant Wood-Rail
Spheniscus magellanicus_Magellanic Penguin
Sterna hirundinacea_South American Tern
Cyanocorax chrysops_Plush-crested Jay
Anthus chacoensis_Pampas Pipit
Streptoprocne zonaris_White-collared Swift
Sporophila hypochroma_Rufous-rumped Seedeater
Psittacara leucophthalmus_White-eyed Parakeet
Synallaxis spixi_Spix's Spinetail
Sappho sparganurus_Red-tailed Comet
Catamenia analis_Band-tailed Seedeater
Sittasomus griseicapillus_Olivaceous Woodcreeper
Dolichonyx oryzivorus_Bobolink
Saltator similis_Green-winged Saltator
Cacicus chrysopterus_Golden-winged Cacique
Dryocopus schulzii_Black-bodied Woodpecker
Myiothlypis leucoblephara_White-browed Warbler
Phylloscartes ventralis_Mottle-cheeked Tyrannulet
Syndactyla rufosuperciliata_Buff-browed Foliage-gleaner
Chordeiles minor_Common Nighthawk
Leucochloris albicollis_White-throated Hummingbird
Pandion haliaetus_Osprey
Furnarius cristatus_Crested Hornero
Pseudocolopteryx dinelliana_Dinelli's Doradito
Chloris chloris_European Greenfinch
Sporophila palustris_Marsh Seedeater
Larus dominicanus_Kelp Gull
Cyanoloxia glaucocaerulea_Glaucous-blue Grosbeak
Ictinia mississippiensis_Mississippi Kite
Arenaria interpres_Ruddy Turnstone
Arremon flavirostris_Saffron-billed Sparrow
Limnornis curvirostris_Curve-billed Reedhaunter
Limnoctites sulphuriferus_Sulphur-bearded Reedhaunter
Thalassarche melanophris_Black-browed Albatross
Asthenes modesta_Cordilleran Canastero
Pipraeidea melanonota_Fawn-breasted Tanager
Tachyphonus rufus_White-lined Tanager
Theristicus caerulescens_Plumbeous Ibis
Cairina moschata_Muscovy Duck
Piaya cayana_Squirrel Cuckoo
Xiphocolaptes major_Great Rufous Woodcreeper
Carduelis carduelis_European Goldfinch
Sporophila cinnamomea_Chestnut Seedeater
Amazona aestiva_Turquoise-fronted Parrot
Pluvialis squatarola_Black-bellied Plover
Thalasseus sandvicensis_Sandwich Tern
Cnemotriccus fuscatus_Fuscous Flycatcher
Ictinia plumbea_Plumbeous Kite
Porzana spiloptera_Dot-winged Crake
Chaetura meridionalis_Sick's Swift
Myiarchus ferox_Short-crested Flycatcher
Stercorarius parasiticus_Parasitic Jaeger
Nothura darwinii_Darwin's Nothura
Thalasseus maximus_Royal Tern
Stephanophorus diadematus_Diademed Tanager
Aratinga nenday_Nanday Parakeet
Microspingus cabanisi_Gray-throated Warbling Finch
Myiopagis viridicata_Greenish Elaenia
Penelope obscura_Dusky-legged Guan
Sterna hirundo_Common Tern
Asthenes hudsoni_Hudson's Canastero
Coccyzus americanus_Yellow-billed Cuckoo
Casiornis rufus_Rufous Casiornis
Pseudocolopteryx citreola_Ticking Doradito
Turdus subalaris_Blacksmith Thrush
Buteo brachyurus_Short-tailed Hawk
Poecilotriccus plumbeiceps_Ochre-faced Tody-Flycatcher
Ardenna grisea_Sooty Shearwater
Columbina talpacoti_Ruddy Ground Dove
Tolmomyias sulphurescens_Yellow-olive Flycatcher
Chunga burmeisteri_Black-legged Seriema
Arundinicola leucocephala_White-headed Marsh Tyrant
Geranospiza caerulescens_Crane Hawk
Pheucticus aureoventris_Black-backed Grosbeak
Nothoprocta pentlandii_Andean Tinamou
Turdus nigriceps_Andean Slaty Thrush
Limnoctites rectirostris_Straight-billed Reedhaunter
Sporophila lineola_Lined Seedeater
Acridotheres cristatellus_Crested Myna
Egretta caerulea_Little Blue Heron
Haematopus palliatus_American Oystercatcher
Mustelirallus albicollis_Ash-throated Crake
Stercorarius antarcticus_Brown Skua
Knipolegus hudsoni_Hudson's Black-Tyrant
