Vanellus chilensis_Southern Lapwing
Calidris melanotos_Pectoral Sandpiper
Limnoctites sulphuriferus_Sulphur-bearded Reedhaunter
Rostrhamus sociabilis_Snail Kite
Aramus guarauna_Limpkin
Leptotila verreauxi_White-tipped Dove
Cistothorus platensis_Grass Wren
Myiophobus fasciatus_Bran-colored Flycatcher
Leistes superciliaris_White-browed Meadowlark
Anthus correndera_Correndera Pipit
Synallaxis spixi_Spix's Spinetail
Phoenicopterus chilensis_Chilean Flamingo
Charadrius falklandicus_Two-banded Plover
Aramides cajaneus_Gray-cowled Wood-Rail
Ammodramus humeralis_Grassland Sparrow
Donacospiza albifrons_Long-tailed Reed Finch
Calidris bairdii_Baird's Sandpiper
Falco peregrinus_Peregrine Falcon
Gelochelidon nilotica_Gull-billed Tern
Carduelis carduelis_European Goldfinch
Rhea americana_Greater Rhea
Tigrisoma lineatum_Rufescent Tiger-Heron
Leptasthenura platensis_Tufted Tit-Spinetail
Asio clamator_Striped Owl
Charadrius collaris_Collared Plover
Dryobates mixtus_Checkered Woodpecker
Megaceryle torquata_Ringed Kingfisher
Petrochelidon pyrrhonota_Cliff Swallow
Myiodynastes maculatus_Streaked Flycatcher
Thalasseus maximus_Royal Tern
Icterus pyrrhopterus_Variable Oriole
Spartonoica maluroides_Bay-capped Wren-Spinetail
Riparia riparia_Bank Swallow
Rauenia bonariensis_Blue-and-yellow Tanager
Calidris alba_Sanderling
Buteo swainsoni_Swainson's Hawk
Asthenes hudsoni_Hudson's Canastero
Thamnophilus ruficapillus_Rufous-capped Antshrike
Tyto alba_Barn Owl
Tachycineta leucopyga_Chilean Swallow
Acridotheres cristatellus_Crested Myna
Chloroceryle americana_Green Kingfisher
Calidris himantopus_Stilt Sandpiper
Suiriri suiriri_Suiriri Flycatcher
Limnornis curvirostris_Curve-billed Reedhaunter
Phalaropus tricolor_Wilson's Phalarope
Schoeniophylax phryganophilus_Chotoy Spinetail
Mycteria americana_Wood Stork
Dendrocygna bicolor_Fulvous Whistling-Duck
Bartramia longicauda_Upland Sandpiper
Synallaxis frontalis_Sooty-fronted Spinetail
Megascops choliba_Tropical Screech-Owl
Pachyramphus polychopterus_White-winged Becard
Mimus triurus_White-banded Mockingbird
Podiceps occipitalis_Silvery Grebe
Empidonomus aurantioatrocristatus_Crowned Slaty Flycatcher
Polystictus pectoralis_Bearded Tachuri
Anthus hellmayri_Hellmayr's Pipit
Saltator aurantiirostris_Golden-billed Saltator
Asthenes baeri_Short-billed Canastero
Geranoaetus melanoleucus_Black-chested Buzzard-Eagle
Thalasseus sandvicensis_Sandwich Tern
Ixobrychus involucris_Stripe-backed Bittern
Setopagis parvula_Little Nightjar
Charadrius semipalmatus_Semipalmated Plover
Anthus furcatus_Short-billed Pipit
Sterna hirundo_Common Tern
Coccyzus melacoryphus_Dark-billed Cuckoo
Geothlypis aequinoctialis_Masked Yellowthroat
Charadrius modestus_Rufous-chested Dotterel
Hydropsalis torquata_Scissor-tailed Nightjar
Aramides ypecaha_Giant Wood-Rail
Basileuterus culicivorus_Golden-crowned Warbler
Progne elegans_Southern Martin
Xolmis irupero_White Monjita
Actitis macularius_Spotted Sandpiper
Synallaxis albescens_Pale-breasted Spinetail
Calidris subruficollis_Buff-breasted Sandpiper
Alopochelidon fucata_Tawny-headed Swallow
Gallinago paraguaiae_Paraguayan Snipe
Pardirallus maculatus_Spotted Rail
Anthus chacoensis_Pampas Pipit
Sterna hirundinacea_South American Tern
Picumnus cirratus_White-barred Piculet
Cathartes aura_Turkey Vulture
Chrysomus ruficapillus_Chestnut-capped Blackbird
Certhiaxis cinnamomeus_Yellow-chinned Spinetail
Vireo chivi_Chivi Vireo
Chloroceryle amazona_Amazon Kingfisher
Paroaria capitata_Yellow-billed Cardinal
Theristicus melanopis_Black-faced Ibis
Cranioleuca pyrrhophia_Stripe-crowned Spinetail
Cyclarhis gujanensis_Rufous-browed Peppershrike
Geranoaetus albicaudatus_White-tailed Hawk
Sternula superciliaris_Yellow-billed Tern
Piranga flava_Hepatic Tanager
Phytotoma rutila_White-tipped Plantcutter
Pluvialis squatarola_Black-bellied Plover
Bubo virginianus_Great Horned Owl
Geositta cunicularia_Common Miner
Calidris canutus_Red Knot
Cyanoliseus patagonus_Burrowing Parakeet
Stephanophorus diadematus_Diademed Tanager
Cyanoloxia glaucocaerulea_Glaucous-blue Grosbeak
Porzana spiloptera_Dot-winged Crake
Microspingus melanoleucus_Black-capped Warbling Finch
Glaucidium brasilianum_Ferruginous Pygmy-Owl
Tringa solitaria_Solitary Sandpiper
Camptostoma obsoletum_Southern Beardless-Tyrannulet
Oreopholus ruficollis_Tawny-throated Dotterel
Serpophaga griseicapilla_Straneck's Tyrannulet
Thraupis sayaca_Sayaca Tanager
Phacellodomus sibilatrix_Little Thornbird
Thamnophilus caerulescens_Variable Antshrike
Chloris chloris_European Greenfinch
Chordeiles nacunda_Nacunda Nighthawk
Myiarchus swainsoni_Swainson's Flycatcher
Sublegatus modestus_Southern Scrub-Flycatcher
Volatinia jacarina_Blue-black Grassquit
Systellura longirostris_Band-winged Nightjar
Leistes loyca_Long-tailed Meadowlark
Nengetus cinereus_Gray Monjita
Elaenia albiceps_White-crested Elaenia
Anthus lutescens_Yellowish Pipit
Pseudoseisura lophotes_Brown Cacholote
Cyanoloxia brissonii_Ultramarine Grosbeak
Agelasticus cyanopus_Unicolored Blackbird
Accipiter striatus_Sharp-shinned Hawk
Limnoctites rectirostris_Straight-billed Reedhaunter
Arenaria interpres_Ruddy Turnstone
Microspingus cabanisi_Gray-throated Warbling Finch
Coragyps atratus_Black Vulture
Asthenes pyrrholeuca_Sharp-billed Canastero
Coccycua cinerea_Ash-colored Cuckoo
Rhinocrypta lanceolata_Crested Gallito
Porphyrio martinica_Purple Gallinule
Tarphonomus certhioides_Chaco Earthcreeper
Psittacara leucophthalmus_White-eyed Parakeet
Melanerpes candidus_White Woodpecker
Drymornis bridgesii_Scimitar-billed Woodcreeper
Tapera naevia_Striped Cuckoo
Thectocercus acuticaudatus_Blue-crowned Parakeet
Fluvicola albiventer_Black-backed Water-Tyrant
Pandion haliaetus_Osprey
Thalassarche melanophris_Black-browed Albatross
Puffinus puffinus_Manx Shearwater
Amblyramphus holosericeus_Scarlet-headed Blackbird
Laterallus melanophaius_Rufous-sided Crake
Brotogeris chiriri_Yellow-chevroned Parakeet
Geranoaetus polyosoma_Variable Hawk
Stelgidopteryx ruficollis_Southern Rough-winged Swallow
Saltator coerulescens_Blue-gray Saltator
Nothoprocta cinerascens_Brushland Tinamou
Theristicus caerulescens_Plumbeous Ibis
Penelope obscura_Dusky-legged Guan
Anhinga anhinga_Anhinga
Saltator similis_Green-winged Saltator
Dryobates spilogaster_White-spotted Woodpecker
Eudromia elegans_Elegant Crested-Tinamou
Phylloscartes ventralis_Mottle-cheeked Tyrannulet
Spheniscus magellanicus_Magellanic Penguin
Spiziapteryx circumcincta_Spot-winged Falconet
Stercorarius parasiticus_Parasitic Jaeger
Lathrotriccus euleri_Euler's Flycatcher
Cacicus solitarius_Solitary Black Cacique
Sporophila ruficollis_Dark-throated Seedeater
Euscarthmus meloryphus_Rufous-crowned Pygmy-Tyrant
Myiothlypis leucoblephara_White-browed Warbler
Stilpnia preciosa_Chestnut-backed Tanager
Phaetusa simplex_Large-billed Tern
Pipraeidea melanonota_Fawn-breasted Tanager
Laterallus leucopyrrhus_Red-and-white Crake
Knipolegus aterrimus_White-winged Black-Tyrant
Melanerpes cactorum_White-fronted Woodpecker
Diuca diuca_Diuca Finch
Leptasthenura aegithaloides_Plain-mantled Tit-Spinetail
Anairetes flavirostris_Yellow-billed Tit-Tyrant
Mimus patagonicus_Patagonian Mockingbird
Ardenna grisea_Sooty Shearwater
Sporophila palustris_Marsh Seedeater
Coryphistera alaudina_Lark-like Brushrunner
Fregata magnificens_Magnificent Frigatebird
Sporophila cinnamomea_Chestnut Seedeater
Buteogallus meridionalis_Savanna Hawk
Pseudocolopteryx sclateri_Crested Doradito
Syndactyla rufosuperciliata_Buff-browed Foliage-gleaner
Conopophaga lineata_Rufous Gnateater
Picumnus nebulosus_Mottled Piculet
Stigmatura budytoides_Greater Wagtail-Tyrant
Lochmias nematura_Sharp-tailed Streamcreeper
Heliobletus contaminatus_Sharp-billed Treehunter
Pyrrhura frontalis_Maroon-bellied Parakeet
Lepidocolaptes falcinellus_Scalloped Woodcreeper
Elaenia spectabilis_Large Elaenia
Coryphospingus cucullatus_Red-crested Finch
Elaenia mesoleuca_Olivaceous Elaenia
Turdus falcklandii_Austral Thrush
Chloephaga picta_Upland Goose
Turdus albicollis_White-necked Thrush
Xanthopsar flavus_Saffron-cowled Blackbird
Hemitriccus margaritaceiventer_Pearly-vented Tody-Tyrant
Gnorimopsar chopi_Chopi Blackbird
Accipiter bicolor_Bicolored Hawk
Mackenziaena leachii_Large-tailed Antshrike
Upucerthia dumetaria_Scale-throated Earthcreeper
Stercorarius antarcticus_Brown Skua
Cyanocorax chrysops_Plush-crested Jay
Nothura darwinii_Darwin's Nothura
Tolmomyias sulphurescens_Yellow-olive Flycatcher
Sporophila collaris_Rusty-collared Seedeater
Theristicus caudatus_Buff-necked Ibis
Phacellodomus ruber_Greater Thornbird
Trogon surrucura_Surucua Trogon
