Pycnonotus barbatus_Common Bulbul
Chrysococcyx caprius_Dideric Cuckoo
Vanellus senegallus_Wattled Lapwing
Passer griseus_Northern Gray-headed Sparrow
Cisticola marginatus_Winding Cisticola
Eremopterix nigriceps_Black-crowned Sparrow-Lark
Kaupifalco monogrammicus_Lizard Buzzard
Eurystomus glaucurus_Broad-billed Roller
Fraseria plumbea_Gray Tit-Flycatcher
Dryoscopus gambensis_Northern Puffback
Nilaus afer_Brubru
Malaconotus blanchoti_Gray-headed Bushshrike
Megaceryle maxima_Giant Kingfisher
Indicator minor_Lesser Honeyguide
Lophoceros nasutus_African Gray Hornbill
Melaenornis edolioides_Northern Black-Flycatcher
Macheiramphus alcinus_Bat Hawk
Lamprotornis splendidus_Splendid Starling
Indicator indicator_Greater Honeyguide
Streptopelia vinacea_Vinaceous Dove
Lophaetus occipitalis_Long-crested Eagle
Macronyx croceus_Yellow-throated Longclaw
Halcyon leucocephala_Gray-headed Kingfisher
Platysteira cyanea_Brown-throated Wattle-eye
Ceryle rudis_Pied Kingfisher
Ploceus vitellinus_Vitelline Masked-Weaver
Tchagra senegalus_Black-crowned Tchagra
Bucanetes githagineus_Trumpeter Finch
Clamator levaillantii_Levaillant's Cuckoo
Apus caffer_White-rumped Swift
Riparia paludicola_Plain Martin
Porphyrio madagascariensis_African Swamphen
Dendrocygna viduata_White-faced Whistling-Duck
Ploceus melanocephalus_Black-headed Weaver
Urocolius macrourus_Blue-naped Mousebird
Cinnyris pulchellus_Beautiful Sunbird
Micronisus gabar_Gabar Goshawk
Estrilda troglodytes_Black-rumped Waxbill
Sylvietta brachyura_Northern Crombec
Cuculus gularis_African Cuckoo
Chroicocephalus ridibundus_Black-headed Gull
Oena capensis_Namaqua Dove
Apus apus_Common Swift
Merops persicus_Blue-cheeked Bee-eater
Zosterops senegalensis_Northern Yellow White-eye
Butorides striata_Striated Heron
Burhinus vermiculatus_Water Thick-knee
Hirundo rustica_Barn Swallow
Turtur afer_Blue-spotted Wood-Dove
Gallinula chloropus_Eurasian Moorhen
Tachybaptus ruficollis_Little Grebe
Turtur abyssinicus_Black-billed Wood-Dove
Treron calvus_African Green-Pigeon
Ploceus luteolus_Little Weaver
Burhinus capensis_Spotted Thick-knee
Ceuthmochares aereus_Blue Malkoha
Cisticola cantans_Singing Cisticola
Fulica atra_Eurasian Coot
Euplectes franciscanus_Northern Red Bishop
Tockus erythrorhynchus_Northern Red-billed Hornbill
Merops albicollis_White-throated Bee-eater
Turnix sylvaticus_Small Buttonquail
Cisticola brachypterus_Siffling Cisticola
Alopochen aegyptiaca_Egyptian Goose
Iduna pallida_Eastern Olivaceous Warbler
Chloropicus goertae_African Gray Woodpecker
Rostratula benghalensis_Greater Painted-Snipe
Accipiter badius_Shikra
Euplectes afer_Yellow-crowned Bishop
Cercotrichas galactotes_Rufous-tailed Scrub-Robin
Egretta garzetta_Little Egret
Eupodotis senegalensis_White-bellied Bustard
Ardea intermedia_Intermediate Egret
Estrilda melpoda_Orange-cheeked Waxbill
Delichon urbicum_Common House-Martin
Phylloscopus trochilus_Willow Warbler
Sylvia atricapilla_Eurasian Blackcap
Falco tinnunculus_Eurasian Kestrel
Saxicola rubicola_European Stonechat
Hirundo smithii_Wire-tailed Swallow
Prinia rufifrons_Red-fronted Prinia
Psittacula krameri_Rose-ringed Parakeet
Milvus migrans_Black Kite
Sporopipes frontalis_Speckle-fronted Weaver
Dendrocygna bicolor_Fulvous Whistling-Duck
Phylloscopus collybita_Common Chiffchaff
Galerida cristata_Crested Lark
Acrocephalus baeticatus_African Reed Warbler
Circus aeruginosus_Eurasian Marsh-Harrier
Phyllolais pulchella_Buff-bellied Warbler
Gymnoris pyrgita_Yellow-spotted Bush Sparrow
Actitis hypoleucos_Common Sandpiper
Passer domesticus_House Sparrow
Gallinago gallinago_Common Snipe
Apus affinis_Little Swift
Ardea alba_Great Egret
Ciconia ciconia_White Stork
Ploceus nigricollis_Black-necked Weaver
Curruca communis_Greater Whitethroat
Motacilla flava_Western Yellow Wagtail
Hieraaetus pennatus_Booted Eagle
Acrocephalus scirpaceus_Eurasian Reed Warbler
Cisticola juncidis_Zitting Cisticola
Cuculus canorus_Common Cuckoo
Himantopus himantopus_Black-winged Stilt
Upupa epops_Eurasian Hoopoe
Oenanthe isabellina_Isabelline Wheatear
Ardea purpurea_Purple Heron
Cecropis daurica_Red-rumped Swallow
Charadrius alexandrinus_Kentish Plover
Glareola pratincola_Collared Pratincole
Tringa nebularia_Common Greenshank
Elanus caeruleus_Black-winged Kite
Anas crecca_Green-winged Teal
Clamator glandarius_Great Spotted Cuckoo
Pterocles exustus_Chestnut-bellied Sandgrouse
Sternula albifrons_Little Tern
Clamator jacobinus_Pied Cuckoo
Tringa ochropus_Green Sandpiper
Ardeola ralloides_Squacco Heron
Tringa glareola_Wood Sandpiper
Myrmecocichla aethiops_Northern Anteater-Chat
Athene noctua_Little Owl
Muscicapa striata_Spotted Flycatcher
Falco naumanni_Lesser Kestrel
Lanius excubitor_Great Gray Shrike
Tringa stagnatilis_Marsh Sandpiper
Charadrius dubius_Little Ringed Plover
Euodice cantans_African Silverbill
Calidris ferruginea_Curlew Sandpiper
Streptopelia turtur_European Turtle-Dove
Oenanthe oenanthe_Northern Wheatear
Charadrius hiaticula_Common Ringed Plover
Iduna opaca_Western Olivaceous Warbler
Limosa limosa_Black-tailed Godwit
Chlidonias hybrida_Whiskered Tern
Acrocephalus schoenobaenus_Sedge Warbler
Botaurus stellaris_Great Bittern
Calidris pugnax_Ruff
Pandion haliaetus_Osprey
Bubulcus ibis_Cattle Egret
Phoenicurus phoenicurus_Common Redstart
Sylvia borin_Garden Warbler
Recurvirostra avosetta_Pied Avocet
Ixobrychus minutus_Little Bittern
Tringa erythropus_Spotted Redshank
Ficedula hypoleuca_European Pied Flycatcher
Lanius senator_Woodchat Shrike
Chlidonias leucopterus_White-winged Tern
Plegadis falcinellus_Glossy Ibis
Spatula clypeata_Northern Shoveler
Curruca curruca_Lesser Whitethroat
Calidris minuta_Little Stint
Circaetus gallicus_Short-toed Snake-Eagle
Anthus trivialis_Tree Pipit
Spatula querquedula_Garganey
Aythya nyroca_Ferruginous Duck
Apus pallidus_Pallid Swift
Falco subbuteo_Eurasian Hobby
Mirafra cantillans_Singing Bushlark
Coturnix coturnix_Common Quail
Gelochelidon nilotica_Gull-billed Tern
Circus macrourus_Pallid Harrier
Caprimulgus europaeus_Eurasian Nightjar
Anas acuta_Northern Pintail
Calandrella brachydactyla_Greater Short-toed Lark
Tyto alba_Barn Owl
Calidris temminckii_Temminck's Stint
Mareca penelope_Eurasian Wigeon
Larus fuscus_Lesser Black-backed Gull
Nycticorax nycticorax_Black-crowned Night-Heron
Cercotrichas podobe_Black Scrub-Robin
Oenanthe deserti_Desert Wheatear
Streptopelia roseogrisea_African Collared-Dove
Anthus campestris_Tawny Pipit
Aquila chrysaetos_Golden Eagle
Circus pygargus_Montagu's Harrier
Riparia riparia_Bank Swallow
Pernis apivorus_European Honey-buzzard
Hydroprogne caspia_Caspian Tern
Anthus similis_Long-billed Pipit
Acrocephalus arundinaceus_Great Reed Warbler
Phylloscopus bonelli_Western Bonelli's Warbler
Curruca hortensis_Western Orphean Warbler
Oenanthe hispanica_Western Black-eared Wheatear
Curruca iberiae_Western Subalpine Warbler
Falco peregrinus_Peregrine Falcon
Oenanthe leucura_Black Wheatear
Caprimulgus ruficollis_Red-necked Nightjar
Columba livia_Rock Pigeon
Apalis flavida_Yellow-breasted Apalis
Hedydipna collaris_Collared Sunbird
Luscinia megarhynchos_Common Nightingale
Merops apiaster_European Bee-eater
Gallinago media_Great Snipe
Jynx torquilla_Eurasian Wryneck
Euplectes hordeaceus_Black-winged Bishop
Ciconia nigra_Black Stork
Coracias garrulus_European Roller
Melocichla mentalis_Moustached Grass-Warbler
Anthus cervinus_Red-throated Pipit
Eurillas virens_Little Greenbul
Cisticola natalensis_Croaking Cisticola
Tringa totanus_Common Redshank
Atimastillas flavicollis_Yellow-throated Greenbul
Cisticola lateralis_Whistling Cisticola
Phalacrocorax carbo_Great Cormorant
Asio flammeus_Short-eared Owl
Lymnocryptes minimus_Jack Snipe
Monticola saxatilis_Rufous-tailed Rock-Thrush
Alaemon alaudipes_Greater Hoopoe-Lark
Saxicola rubetra_Whinchat
Luscinia svecica_Bluethroat
Phylloscopus sibilatrix_Wood Warbler
Merops hirundineus_Swallow-tailed Bee-eater
Bycanistes fistulator_Piping Hornbill
Cuculus clamosus_Black Cuckoo
Ploceus ocularis_Spectacled Weaver
Acrocephalus gracilirostris_Lesser Swamp Warbler
Bycanistes subcylindricus_Black-and-white-casqued Hornbill
Lanius nubicus_Masked Shrike
Lagonosticta rhodopareia_Jameson's Firefinch
Cossypha natalensis_Red-capped Robin-Chat
Calidris alba_Sanderling
Thamnolaea cinnamomeiventris_Mocking Cliff-Chat
Cinnyris venustus_Variable Sunbird
Coracina pectoralis_White-breasted Cuckooshrike
Salpornis salvadori_African Spotted Creeper
Ortygospiza atricollis_Quailfinch
Coturnix delegorguei_Harlequin Quail
Euplectes ardens_Red-collared Widowbird
Anthus leucophrys_Plain-backed Pipit
Numenius arquata_Eurasian Curlew
Hippolais icterina_Icterine Warbler
Acrocephalus rufescens_Greater Swamp Warbler
Ficedula albicollis_Collared Flycatcher
Charadrius tricollaris_Three-banded Plover
Emberiza cabanisi_Cabanis's Bunting
Prinia erythroptera_Red-winged Prinia
Zapornia parva_Little Crake
Porzana porzana_Spotted Crake
Anthus cinnamomeus_African Pipit
Oriolus oriolus_Eurasian Golden Oriole
Lanius isabellinus_Isabelline Shrike
Falco vespertinus_Red-footed Falcon
Chloropicus namaquus_Bearded Woodpecker
Clanga pomarina_Lesser Spotted Eagle
Alectoris barbara_Barbary Partridge
Platalea leucorodia_Eurasian Spoonbill
Cossypha heuglini_White-browed Robin-Chat
Batis orientalis_Gray-headed Batis
Criniger calurus_Red-tailed Greenbul
Poicephalus meyeri_Meyer's Parrot
Aquila nipalensis_Steppe Eagle
Calidris alpina_Dunlin
Clanga clanga_Greater Spotted Eagle
Batis erlangeri_Western Black-headed Batis
Limosa lapponica_Bar-tailed Godwit
Lanius phoenicuroides_Red-tailed Shrike
Bradypterus baboecala_Little Rush Warbler
Oenanthe scotocerca_Brown-tailed Chat
Laniarius erythrogaster_Black-headed Gonolek
Lanius collurio_Red-backed Shrike
Arenaria interpres_Ruddy Turnstone
Thalasseus sandvicensis_Sandwich Tern
Oenanthe melanoleuca_Eastern Black-eared Wheatear
Numenius phaeopus_Whimbrel
Chlidonias niger_Black Tern
Sterna hirundo_Common Tern
Curruca nisoria_Barred Warbler
Pluvialis squatarola_Black-bellied Plover
Anthropoides virgo_Demoiselle Crane
Lanius minor_Lesser Gray Shrike
