Pycnonotus barbatus_Common Bulbul
Fulica cristata_Red-knobbed Coot
Apalis porphyrolaema_Chestnut-throated Apalis
Crinifer piscator_Western Plantain-eater
Sterna repressa_White-cheeked Tern
Arizelocichla nigriceps_Eastern Mountain Greenbul
Egretta gularis_Western Reef-Heron
Asio flammeus_Short-eared Owl
Cisticola textrix_Cloud Cisticola
Dicrurus adsimilis_Fork-tailed Drongo
Illadopsis pyrrhoptera_Mountain Illadopsis
Scleroptila shelleyi_Shelley's Francolin
Eremomela scotops_Greencap Eremomela
Melaniparus afer_Gray Tit
Oenanthe pileata_Capped Wheatear
Arizelocichla masukuensis_Shelley's Greenbul
Motacilla capensis_Cape Wagtail
Merops bullockoides_White-fronted Bee-eater
Cisticola fulvicapilla_Piping Cisticola
Phyllastrephus cerviniventris_Gray-olive Greenbul
Vanellus vanellus_Northern Lapwing
Cisticola chubbi_Chubb's Cisticola
Pternistis hildebrandti_Hildebrandt's Francolin
Cossypha archeri_Archer's Robin-Chat
Ploceus xanthops_Holub's Golden-Weaver
Gymnobucco calvus_Naked-faced Barbet
Irania gutturalis_White-throated Robin
Cinnyris regius_Regal Sunbird
Crithagra atrogularis_Black-throated Canary
Cichladusa arquata_Collared Palm-Thrush
Phyllastrephus flavostriatus_Yellow-streaked Greenbul
Turdoides jardineii_Arrow-marked Babbler
Turdoides reinwardtii_Blackcap Babbler
Anthus lineiventris_Striped Pipit
Scleroptila levaillantii_Red-winged Francolin
Pluvialis fulva_Pacific Golden-Plover
Melaniparus niger_Southern Black-Tit
Hirundo angolensis_Angola Swallow
Chersomanes albofasciata_Spike-heeled Lark
Poicephalus fuscicollis_Brown-necked Parrot
Cercococcyx montanus_Barred Long-tailed Cuckoo
Acrocephalus stentoreus_Clamorous Reed Warbler
Tauraco macrorhynchus_Yellow-billed Turaco
Trachyphonus vaillantii_Crested Barbet
Cuculus rochii_Madagascar Cuckoo
Crithagra sulphurata_Brimstone Canary
Gyps fulvus_Eurasian Griffon
Calandrella cinerea_Red-capped Lark
Cuculus poliocephalus_Lesser Cuckoo
Apaloderma vittatum_Bar-tailed Trogon
Gymnoris superciliaris_Yellow-throated Bush Sparrow
Burhinus oedicnemus_Eurasian Thick-knee
Ptyonoprogne rupestris_Eurasian Crag-Martin
Bucorvus leadbeateri_Southern Ground-Hornbill
Elminia albonotata_White-tailed Crested-Flycatcher
Sterna hirundo_Common Tern
Corvus ruficollis_Brown-necked Raven
Bradypterus lopezi_Evergreen-forest Warbler
Caprimulgus fossii_Square-tailed Nightjar
Caprimulgus pectoralis_Fiery-necked Nightjar
Tauraco schalowi_Schalow's Turaco
Cisticola tinniens_Levaillant's Cisticola
Dromas ardeola_Crab-Plover
Hypergerus atriceps_Oriole Warbler
Columba livia_Rock Pigeon
Lybius torquatus_Black-collared Barbet
Vanellus armatus_Blacksmith Lapwing
Zosterops anderssoni_Southern Yellow White-eye
Chloropicus griseocephalus_Olive Woodpecker
Locustella fluviatilis_River Warbler
Centropus leucogaster_Black-throated Coucal
Euplectes progne_Long-tailed Widowbird
Thalasseus bengalensis_Lesser Crested Tern
Balearica regulorum_Gray Crowned-Crane
Bycanistes bucinator_Trumpeter Hornbill
Pterocles senegallus_Spotted Sandgrouse
Hippolais polyglotta_Melodious Warbler
Sylvietta rufescens_Cape Crombec
Locustella naevia_Common Grasshopper-Warbler
Pternistis afer_Red-necked Francolin
Urocolius indicus_Red-faced Mousebird
Cinnyris talatala_White-breasted Sunbird
Anas undulata_Yellow-billed Duck
Saxicola rubicola_European Stonechat
Xenus cinereus_Terek Sandpiper
Cinnyris afer_Greater Double-collared Sunbird
Melaniparus rufiventris_Rufous-bellied Tit
Sylvietta ruficapilla_Red-capped Crombec
Cisticola pipiens_Chirping Cisticola
Laniarius fuelleborni_Fülleborn's Boubou
Geokichla gurneyi_Orange Ground-Thrush
Cryptospiza reichenovii_Red-faced Crimsonwing
Corythaixoides concolor_Gray Go-away-bird
